TIC,period,period_err,t0,t0_err,morph,pos1_2g,pos2_2g,width1_2g,width2_2g,depth1_2g,depth2_2g,pos1_pf,pos2_pf,width1_pf,width2_pf,depth1_pf,depth2_pf,tsne_x,tsne_y,ra,dec,tmag,glon,glat,teff,logg,abun
124282575,4.810394458521586,0.0001540952876739,1573.2610394849146,2.8937583010701928e-05,0.31354436,3.938148658490837e-06,0.5120810098256603,0.0547136769353356,0.0569142117046412,0.4439100940488555,0.3736761601632352,1.000000206975103,0.5117907603074422,0.0384555962691248,0.040846649895082,0.4088337757797211,0.3488052471929512,-25.549648,2.9244974,197.380948818537,-34.0326815932901,10.0622,307.202838290273,28.6890398338548,6409.0,4.09014,None
124350360,17.116221264507853,0.0002705426826992,1629.7033201434135,0.0003793079711158,0.0071028173,1.7016735063173269e-06,nan,0.0069343487857229,nan,0.1570544799314324,nan,1.0000180026734518,nan,0.0049041368728806,nan,0.1435606925351749,nan,-70.32456,-6.763834,227.668635713893,-52.8052976861534,9.19014,323.184478092532,4.50325576003453,3471.0,4.62766,None
124369049,0.2917353535127721,6.508737451227375e-07,1628.0071019577497,0.0011492649007323,0.75877416,0.0025268199836182,0.4947066592460217,0.3237245379345549,0.3155612182202569,0.0628830681633992,0.0627899588458613,0.9985003087264372,0.4971783317197937,0.0902841562665892,0.1601353263540236,0.0270263450536529,0.0254815068624263,54.497086,-3.3828185,256.130816633367,-46.8127525990616,9.6402,340.688295741234,-3.35472429351193,8074.0,4.35852,None
124604724,0.1169201760046225,1.2364966037181624e-08,1570.8752329670797,0.0009864129275265,0.69683707,0.9996148404865334,0.4999306810111736,0.238721328844353,0.2376345647817892,0.2269545336145217,0.2179582853997563,0.4991499649248194,nan,0.1292878884955838,nan,0.1270563122262845,nan,56.233723,19.800028,199.673094978613,-31.7186328391661,13.0063,309.678943128768,30.795809103394,3190.0,4.88506,None
124642273,1.2341048497186753,0.0016116639030965,1492.9939079459512,0.3261096563844016,0.41475508,nan,nan,nan,nan,nan,nan,0.9492143854038076,0.9372395663232188,nan,nan,nan,nan,6.581351,-51.908077,104.63661007492,-9.44230295993518,14.7439,222.146777330218,-2.72715721674046,3318.0,4.81354,None
124651221,7.42158865724331,0.0003704682100176,1490.6387364024506,1.057369033943541,0.32519576,nan,nan,nan,nan,nan,nan,0.9879605802028096,0.4593902197546726,nan,nan,nan,nan,-1.938781,-47.86412,104.575198936228,-6.18364928533989,13.3967,219.21649439823,-1.29642393223734,3394.0,4.8159,None
124712813,0.8256579979243542,6.582575243518907e-05,1492.3043682715977,0.0005373462061015,0.38133764,0.0001202725105541,nan,0.0638657751074795,nan,0.0802300564248914,nan,1.000763511547687,0.49849119913084,0.0528126440076736,0.0529526650480811,0.0694613496856892,0.0511444278059305,-3.9401212,-15.367675,104.76751437304,-11.725257916577,13.4951,224.242403695107,-3.649366659183,3592.0,4.68551,None
124712820,0.8256717315345414,9.605065467011008e-05,1492.3040209218073,0.0009624790882298,0.32542607,0.0004930110900965,nan,0.0620455109841397,nan,0.013497783958205,nan,1.000331884294034,nan,0.0486706433938082,nan,0.0147072866131079,nan,-4.2563066,-42.51715,104.76464073699,-11.7274600072937,12.1862,224.243092096378,-3.65287292792561,3989.0,4.34315,None
124912666,8.111904170665204,0.7338291866528807,nan,nan,0.4612336,nan,nan,nan,nan,nan,nan,0.938890935863676,1.1217291498350028,nan,nan,nan,nan,7.16046,-60.81076,256.374195653646,-43.8222931153357,15.1997,343.176247421813,-1.68301738305467,3230.0,4.97104,None
124950413,5.789889719850593,0.0008537166674917,1497.4968276935087,0.0018828397153356,0.21897897,1.3030759519473758e-05,nan,0.0377439932221693,nan,0.1439592570669332,nan,0.9997017045813332,nan,0.0258194450052022,nan,0.1182191175724938,nan,-31.135649,-19.555504,105.1174052112,-10.3717445491526,14.0783,223.191117404446,-2.7284101024777,3467.0,4.84986,None
125115082,1.3010635072598664,0.000138538139371,1627.747691089983,0.0019242798757659,0.5444257,0.9935147472260238,nan,0.1965164813197241,nan,0.0143674682225884,nan,0.9954800405425256,nan,0.126924456574744,nan,0.0118021895556936,nan,9.366092,-5.3915567,256.322050191409,-47.84797964189,10.8119,339.939629760507,-4.08298055787849,3606.0,4.73155,None
125175122,9.6476573389984,0.0005439329962744,1493.9384740453092,0.0005594031918008,0.3861406,0.9999659761281569,0.4076121375490634,0.0710974668861072,0.0630975920278631,0.3883491704275403,0.3220907932177563,0.9998907916474178,0.407492857400018,0.0490002597646923,0.0442861527207179,0.3582789651673652,0.2941124958770518,-47.240925,21.029337,123.155653204688,-13.948111478274,10.8235,234.946126861123,10.93519258845,5975.0,3.34423,None
125267683,1.610229494458316,4.9324657088734014e-05,1493.2207090875863,0.0010473185673163,0.6330615,0.0005301134681659,0.5000001058205715,0.2410242149239226,0.249421452733442,0.1620762886377031,0.1531872357352435,0.9998713875861462,0.4995137307298891,0.1402150263531549,0.1463645842178411,0.1211406707805243,0.1131945998470053,39.123203,33.203712,105.4562936152,-11.3009420634538,6.6819,224.171097535081,-2.85533216138072,None,None,None
125298121,0.6129219073796383,2.741522016402876e-06,1765.1658314970996,0.0008454936323687,0.7107229,0.998476954613866,0.5053313876856413,0.3224792752839868,0.3059974726439063,0.2774897716287772,0.1272346242607211,1.0000126704590917,0.5033485694865185,0.155281851309719,0.209108686317815,0.2059953462955508,0.0562787461235958,38.67876,12.72996,358.409308173681,33.9883160697051,11.8619,109.459387257769,-27.3667603489924,7127.06,4.05143,-0.007
125442121,3.018350286988535,0.0015149760321255,1739.3327390053817,0.0033067983017645,0.3820523,0.9997158991737354,nan,0.0908084458985844,nan,0.0161202912226809,nan,1.0003394912534749,nan,0.0548057008141498,nan,0.009563916736976,nan,-11.579543,-19.547884,351.579703473977,38.5529750885972,11.029,105.187771335623,-21.3681579069955,7128.0,4.23768,None
125497512,1.27311666810982,1.03287487229764e-07,1491.692941436486,7.679084605299085e-06,0.6107663,0.0007230043343206,0.4999999354069101,0.2152950340956318,0.2145922651330287,0.2748835660081781,0.2601388906428654,0.4542423132688812,nan,0.277784668867664,nan,0.1540399459263437,nan,31.897188,43.134735,105.677560214351,-11.4532144418062,8.0081,224.405791159285,-2.7316780344947,None,None,None
125501325,4.383750109311735,4.538623367711381e-05,1495.6852569832356,0.0078516234011658,0.21104252,0.0014467516577052,0.4768611433186115,0.0707910382155144,0.0680372918229233,0.0285688301636284,0.0186926303273095,0.9996646430034412,0.4776916478898356,0.0510423553949357,0.044915463417794,0.023201803270648,0.0154539353716418,-45.776676,-5.4922004,105.852325338785,-10.7045361447838,9.4184,223.817456540631,-2.2372604699965,None,None,None
125857387,2.494762034730223,0.0050031015508631,1627.9144344174847,0.076536719950127,0.67999625,0.0245457951821628,nan,0.287975302849738,nan,0.1973410249558798,nan,0.9938569193504292,nan,0.2261395527440686,nan,0.1381142788664195,nan,27.426533,-22.804493,256.760919143377,-47.0031648947303,7.8195,340.795494122317,-3.81310381542895,12692.0,None,None
125958765,0.6173581501360005,2.217042415653125e-06,1627.698128263492,0.000553412103045,1.0250237,nan,nan,nan,nan,nan,nan,0.9986982156312534,0.4963749746114276,0.2600554040921801,0.2837519429251895,0.0212874294249776,0.0198498040710417,66.27158,-24.648138,256.896473334374,-46.6796828494157,6.6063,341.110873634266,-3.69394039624135,7285.0,3.93987,None
126232983,4.536315526099684,0.0005019853801373,1844.8189876451925,0.0039561905414302,0.30105564,0.9992706733426204,nan,0.0633183477033363,nan,0.009402579954856,nan,0.9978949406317896,nan,0.0367047604722615,nan,0.00528222918481,nan,-14.021905,-0.8216865,121.215374768382,27.8229513031967,10.3205,193.970379015636,27.4322066740323,6741.36,None,None
126325291,0.8293765603784308,8.995207670059457e-06,1871.1582461007088,8.706786707080028e-05,0.53049815,0.9999913439610276,0.4971167003218916,0.1520933242568415,0.1562142278786364,0.4442155070541463,0.0932979944716552,1.0001033859876984,0.4982124847670591,0.1009382710077124,0.1007222723029235,0.4023113130714415,0.0726992505416388,-7.6037574,37.32777,135.481045726792,26.6896519726613,8.7148,199.470882318288,39.3066623530086,5599.48,4.49018,0.012
126336928,0.6980385130537643,2.0183424744857348e-06,1711.7970209065734,3.396316787984688e-05,0.65612483,0.9999608849271804,0.5015131536402294,0.1679303663125989,0.1686197870326356,0.0982630576783137,0.0920964559585062,1.000012527970944,0.5014387051797989,0.1072951134819736,0.1048224497860958,0.0709161985045963,0.0658137003640151,36.28387,32.87449,315.607945343744,27.8073443814664,6.745,73.3420379906738,-12.3057318840741,5800.0,4.05268,None
126446153,4.210275428685694,1.958115637190616e-05,1492.9761073875425,0.0059159258078125,0.5810189,0.0010893318258556,nan,0.1232989750757934,nan,0.3729957757450058,nan,0.9996715109548406,0.5142058577786353,0.0845862431199738,0.0927545765670519,0.257873404485085,0.0512852952795799,6.050031,-14.456839,116.013307491729,-27.8265842059617,10.4356,243.429385493777,-1.93355146160541,5391.0,None,None
126586580,3.927333194822507,0.0003526129950315,1493.118756179819,0.0590102393825873,0.5530024,0.999411559353259,nan,0.1325705964707583,nan,0.0783629635376723,nan,1.0144441847436072,nan,0.1033216862199168,nan,0.0375213160199185,nan,3.259271,31.767025,116.142371365576,-24.6740817654245,5.8194,240.754601838426,-0.260133364015013,None,None,None
126602778,0.7121197877981512,4.962034453992459e-06,1325.3670131672948,0.0002411659806966,0.6441536,0.9997807773312946,0.5022270790810763,0.2815426477384998,0.259559944643305,0.4055427988291663,0.1428737851365101,1.000143049543974,0.49975785312774,0.1593292097998065,0.0861585253021994,0.296708568228705,0.0447574864990295,25.61026,20.917059,314.508757829036,-46.0667710151577,10.8078,354.129672886858,-40.7216720285059,7454.0,4.0993,None
126637765,0.2734501691336183,4.657549677045125e-07,1325.376394577704,0.0004174941834662,0.83520806,nan,nan,nan,nan,nan,nan,1.0016395774671716,0.5103210049950131,0.207983326799174,0.206464269778457,0.0968146307568725,0.0554141079644986,46.356583,3.2055311,314.695952053255,-42.6178836075581,11.3969,358.685334185908,-40.8607172168655,5309.0,4.38851,None
126763885,4.357392839676822,2.064441568805364e-06,1328.3478749283236,0.0002624465716962,0.303829,0.00021520676624,0.5028930742109884,0.0564697488409952,0.0651696008723844,0.0980858340858513,0.0096948865637455,1.0001610957763196,nan,0.0343723921955821,nan,0.0736821894072932,nan,-36.80917,12.516357,316.214500821217,-46.3262064342475,12.4111,353.72271450214,-41.8912178519011,5563.0,4.1825,None
126944775,2.695889477870151,4.209718185599343e-06,1326.8972737873896,6.964336921555514e-05,0.4962343,0.9999679100121764,0.5000003022768843,0.103330961439422,0.1033118936501439,0.3401254370631256,0.3108439072341605,0.9999971160515182,0.4999412738316822,0.0714304230915851,0.07014190356837,0.3069932030130979,0.2822922646509107,-30.108616,51.34875,318.580492786212,-42.7986578862964,8.1073,358.436924357395,-43.714699934772,7383.0,3.81251,None
126945917,1.341054675058363,2.36692255100035e-05,1326.3049353866195,0.0130373794618208,0.5969471,6.391017060201978e-05,0.500634647245048,0.212767908757045,0.226132227488842,0.4101528502936087,0.1378660337176923,1.0098039194943231,0.5092282700162105,0.1361755957453941,0.1362874437193112,0.3497674791173826,0.0985898953969273,15.984144,32.67677,318.7323618732,-43.3954476169345,9.1063,357.606190253832,-43.8067692948093,7580.0,3.98548,None
127365016,20.85421157748308,2.150421538615888e-05,1744.8074053034843,1.470766346756136e-05,0.17815113,0.9999855561988888,0.5224006681360194,0.0300496553126487,0.0475623904111025,0.3715844476310839,0.3102970463637912,0.9999925921480176,nan,0.0221461595917393,nan,0.3473038681666134,nan,-67.97583,11.722155,350.005069758191,41.7548508719802,7.1329,105.200200676801,-17.947762815152,7770.0,3.47199,None
127955334,3.082580062636934,0.0001937793491846,1601.484657863321,0.0004925688745061,0.38992906,0.9999316977349731,nan,0.0507127423716424,nan,0.023517824976761,nan,0.9998724177873688,nan,0.0305660673359121,nan,0.0178452723206774,nan,-16.917585,3.5956957,218.437626968014,-43.0110890516367,10.9356,322.106810581902,16.0189780431097,6536.0,3.98528,None
128344724,0.7299716020639601,4.8311991060256965e-05,1738.8188024132537,0.030741370691885,0.7806221,nan,nan,nan,nan,nan,nan,1.092606092444378,0.0094521941735676,nan,nan,nan,nan,42.314358,-21.28697,338.474699906251,36.7999494350965,7.87101,94.4772657214904,-18.3591597383114,7622.0,4.04216,None
128721058,5.79145602717218,0.0003454496720864,1743.1280135072957,0.0009048660313055,0.3369122,0.0006245458538072,0.4948797914410601,0.0629773091265645,0.063549005029879,0.00643769956158,0.0040794346352279,1.0005278591442768,0.4951309516259502,0.0428028557287135,0.0493808803147774,0.0057587156521341,0.0036811158642411,-21.77461,-3.5834448,339.908057015114,41.3958916597085,8.16486,97.9449081308133,-14.9934436511403,7266.0,3.82115,None
128790976,3.518757174190731,2.211236342697376e-05,1657.429555015268,0.0087122695949801,0.21173233,0.0002636816494043,nan,0.0433119216500426,nan,0.0060308597153685,nan,0.9973434799403582,nan,0.0238483919438704,nan,0.0007837614478072,nan,-45.67856,-2.955801,300.21258554306,-43.9820155446866,7.2235,355.792269514786,-30.5077487416301,6690.0,4.2411,None
128886984,1.6339860805395232,1.5097259152163645e-05,1600.9285158206462,0.0473164226355038,0.7818237,nan,nan,nan,nan,nan,nan,0.998377376540792,nan,0.2869950592308323,nan,0.0147495352884614,nan,33.652233,-24.74604,220.080296732114,-45.7938408089598,6.6984,322.038251368351,12.999784746727,13224.0,None,None
128902999,3.379158831689633,0.0006974278851896,1499.703476177633,0.0013756428987042,0.3069388,0.9994345272117288,nan,0.049763499936841,nan,0.3472032776268647,nan,0.9880105170478952,0.4743050198325579,nan,nan,nan,nan,-15.410086,-23.887152,118.485909833551,-25.4004114031446,15.4677,242.457607857506,1.20136097088611,None,None,None
128927088,1.882225103846441,0.0001348863039631,1739.62201297857,0.0383133042062127,0.5642097,0.033227025005181,nan,0.0993736700147749,nan,0.0754191888868874,nan,1.016891478612025,nan,0.082533319477162,nan,0.0296387398191875,nan,4.476884,16.92488,341.011258111011,40.0865147543521,12.7598,98.0251283615799,-16.5449133041872,6064.0,4.14333,None
128927089,1.8823806302016088,9.899317004902208e-05,1739.660147988433,0.0027641523026886,0.56462836,4.6877870629296974e-05,nan,0.1567746711001676,nan,0.0446243078839363,nan,0.9982765900181992,nan,0.0810623313291661,nan,0.0161657208926193,nan,7.4033456,-2.377945,341.010067931886,40.0864131424356,12.1543,98.024248332169,-16.544555785069,5947.0,3.87411,None
129116176,2.017321984955902,3.771105786931628e-05,1600.0379197427085,0.0003890438881626,0.42920405,0.0003088079810023,0.5015036347551186,0.088690871114165,0.1306982005731897,0.115420094358557,0.0209672401841635,1.000518194711265,0.5014961916037969,0.0659358982804489,0.063923116455639,0.1056232665886387,0.0213595362371834,-19.924337,6.8386626,220.395833424416,-47.007995560606,9.2387,321.719568427538,11.8062007384268,5227.0,4.08873,None
129268651,5.963194490731701,0.0030280328245115,1493.9534890028765,0.0034892703535266,0.3611632,0.4151046903709514,0.0004672342155119,0.030196096529499,0.041249028952526,0.1061526333318196,0.1035425109956196,0.4187790165316398,nan,0.0173885043121799,nan,0.1193695252324029,nan,-1.2784089,-49.186848,118.767770522777,-28.8297582074107,13.8728,245.524642280862,-0.353540976745089,3380.0,5.01784,None
129409890,7.351405173641608,1.708965089708414e-05,1739.871332160718,2.3419804165314417e-05,0.39691365,0.9999998126975644,0.5085593453420305,0.0604857280269261,0.108025438708031,0.4708377552018581,0.4363268385674381,1.0000743141213766,0.508586475816404,0.0413751503986641,0.0743860600434764,0.4152571193721612,0.385183318089237,-38.28622,54.671158,343.061708583709,38.745731148807,8.1599,98.8118026340361,-18.4798095039633,8271.0,3.48393,None
129455317,0.3207264964375506,3.333797696236651e-07,1738.8246417174485,0.000468927019483,0.7441121,0.0005574849479947,0.4926646945080551,0.2585157701806215,0.2474725921944472,0.4575814839899836,0.4108667041122209,0.999088993028702,nan,0.0635655914796526,nan,0.1012755109807206,nan,51.29692,-9.138517,343.423559930377,37.9385023189072,8.426,98.6807194631582,-19.3264393744237,5486.0,None,None
129538133,12.091952214049742,0.0212102662756041,1542.6579418291958,0.3763211965147093,0.2366405,0.9679539064082936,nan,0.0402329601765089,nan,0.0372462319210167,nan,0.999358483839241,nan,0.0292720013912993,nan,0.035408050902177,nan,-36.67735,-16.28411,344.098455384905,41.6038744994171,5.7707,100.916886300147,-16.2978014205656,23000.0,None,0.0
129764561,2.4348772249484663,0.0002613042656638,1386.7566756509775,0.0005344550129393,0.5401937,6.695815846641691e-07,0.4987546900273684,0.1744909828121913,0.1555831266727203,0.7694208350745382,0.1150833738165032,0.9997758403569692,0.4986692120223758,0.114814329835131,0.1063051712050816,0.6866927234893705,0.0732618674887994,-1.7820054,40.81182,35.4020502946095,-37.2126901063954,9.9395,246.531285304518,-68.4966548089484,7527.0,3.8513,None
129781743,0.4024899998847678,6.281840036798103e-05,1386.021825519964,0.003689737296554,0.7499325,0.9916241664109654,0.4999535256107544,0.3354730316192909,0.2878411517938762,0.0093566954975956,0.0075711400446034,1.001933520571499,nan,0.0601163010482885,nan,0.0013455075212149,nan,48.568916,-3.6481552,36.2480365707731,-38.6881210521126,8.901,249.47445223459,-67.3145359264447,6655.0,4.24274,None
129810365,0.2923476147051668,3.8875420882433787e-07,1386.0712504313635,0.0004976116736088,0.86917114,nan,nan,nan,nan,nan,nan,0.9070972900948792,nan,0.1336870306283417,nan,0.0357550472293741,nan,66.73288,-15.927663,54.2559755302322,-41.5276608874745,8.8863,246.936375789611,-53.332781961529,5266.0,4.29127,None
129888462,0.7224240855737314,2.9835014409229643e-05,1411.621724412102,0.0008376781970582,0.5950694,0.001968397141861,0.4999999404788796,0.2311878121476391,0.2036589237187758,0.4296215156264111,0.1116716628482039,1.0008091186344787,0.5009520130524104,0.1406806160955319,0.1361915404835809,0.370442193608294,0.0685560428748259,12.95926,30.612755,56.0543107457163,-41.2796818870251,8.5508,246.189120540393,-52.0382747769079,6658.0,4.27412,None
129913061,1.0962675098710906,4.408068213623828e-05,1792.274167020607,0.0006618852121391,0.6533133,0.998727614062194,0.5033040389685678,0.0923352082753811,0.0748148280870558,0.010276689413826,0.0089633151363289,1.000147191110437,0.5035128292788563,0.0631283819558118,0.0584339841484752,0.0100180478294393,0.0095343600597692,5.8646035,-16.676804,36.5153522730082,39.7494748430243,10.147,142.0452253795,-19.5845254526468,6407.14,4.02841,-0.065
129979528,1.2201060239715884,0.0001157379903822,1791.4106454932737,0.000295162065413,0.5415588,0.0205928542960317,0.2565145261020937,0.1728754474685862,0.0015609631547148,0.0154197572222588,0.0141938479594577,1.0209490917799542,nan,0.0915656196341327,nan,0.0102239822089549,nan,3.5103936,17.977274,36.7127428110395,37.55048270726,7.87611,143.09686725401,-21.5568457134039,7308.0,4.24679,None
130158361,2.850037965671377,8.854489156329137e-05,1844.590996260892,0.0009710376111797,0.33386028,0.999979528115369,0.4999899330320826,0.0637151219048243,0.0637604597434476,0.5158182268488364,0.3476744165537537,1.000344541741073,0.500008446297285,0.0445291622451387,0.0456420550586634,0.4741428971191554,0.3218403621239121,-42.86798,38.783108,117.253431475764,28.5762293731512,9.84542,191.952958112895,24.3555975778907,7645.0,4.90934,0.109
130158363,2.8498479695443137,2.92296339301501e-05,1844.592156076698,0.0007907388335297,0.34636152,0.9999714674594108,0.5000010007404554,0.0647826009128188,0.0620396356076492,0.0720694395798615,0.0496292199074088,1.0002600824194057,0.4997113298918318,0.0438113161759071,0.045769536936531,0.0658888201820397,0.0446508720953966,-42.609905,38.754436,117.253527644608,28.5739606044909,7.73165,191.95534466511,24.3549437747144,7858.0,3.96291,None
130876312,7.939975515610446,0.0004830891124516,1496.011769430413,0.0009857490235845,0.39679068,4.404181222686238e-06,0.5011844339131628,0.0787416847858216,0.0808432394921776,0.0833630384226904,0.0317752165792608,0.9998823090750248,0.5007328789583669,0.0599576664050622,0.0593301003752222,0.0800167520065386,0.0337357419999222,-31.623865,36.436134,117.172811333183,-38.4584431793074,10.6281,253.158557379941,-6.39046654816824,5500.0,4.61935,None
131239334,0.5698002553091469,1.838614967075713e-05,1571.0412724857204,0.0008942061267589,0.7289282,nan,nan,nan,nan,nan,nan,1.00029045196158,nan,0.1736612467283068,nan,0.0028255716669012,nan,45.63821,-2.8677678,191.586294318761,-33.1204004514666,8.978,301.703864189857,29.7392033655601,5469.0,4.34877,None
131625230,2.213440864029236,0.0002261808677403,1544.013927254386,0.0928988399953141,0.49070996,0.999509792232246,nan,0.1070916485644342,nan,0.0006420584344344,nan,1.023668187253624,0.9901698727612772,nan,nan,nan,nan,5.4435596,-48.55484,147.839469869257,-52.8883846172639,8.2399,277.664104511579,0.913810877160594,6003.0,4.18677,None
132298139,35.968160965827515,0.003776999155832,1552.2875267861623,0.0039964586669611,0.106550395,0.9998887674849086,0.1586330501078418,0.0070457061927532,0.0180927390913505,0.7145321302534229,0.2090024056891019,nan,nan,nan,nan,nan,nan,-52.108578,-20.382517,148.451493928517,-52.7683267926986,15.0901,277.877239338895,1.23899625847949,3253.0,5.01923,None
132448273,2.255048781637999,0.0005224669519701,1493.6706992006425,0.0078747176253273,0.27263197,0.0018659303539009,nan,0.0623119116862978,nan,0.0060961501761055,nan,1.059442964588155,0.988143808497254,nan,nan,nan,nan,-14.871147,-21.689522,119.625086961501,-40.512040205476,10.9565,255.903118926848,-5.79858276683428,5496.0,None,None
133105082,0.4463651318824881,2.0707167562084017e-05,1491.8967882682564,0.0001028466266258,0.7887295,0.9995890116231084,0.4999646400550828,0.2909970633480058,0.291718822908721,7.391782793558862,6.968756826923695,0.5046907442575248,nan,0.1751623743898391,nan,6.413903552516629,nan,47.322018,-5.133126,120.469262055135,-40.5052469392256,15.0789,256.232555821307,-5.24679469405254,3282.0,4.74989,None
133701671,4.695542906567325,2.6313073829165035e-05,1627.1305483126516,0.0001054561857927,0.23520477,1.015652317880738e-05,0.4999745097593226,0.0436775435034601,0.0424990891428633,0.1116686080992565,0.0288631831762872,0.9999875131297612,0.5000179109866985,0.0305077850386148,0.0314362234878539,0.1023435735624203,0.0258033378682702,-54.458595,17.043472,229.684492801922,-48.9067062756966,8.7051,326.326118323302,7.15818283150217,7225.0,4.2808,None
134283998,0.6188380784702587,7.182549533912841e-06,1468.468982388289,0.0001822890010316,0.6188193,2.1788513817107272e-05,0.5015337119055607,0.2579119992822475,0.2364246733403144,0.2150273791824222,0.0590059551108395,0.999728742222206,0.5005662966612766,0.1545024104514304,0.1433511382937344,0.1800754654488447,0.0310898999338316,19.730556,23.93609,106.914624440462,-47.9650911207813,9.9497,258.556023557845,-17.2495782334266,6596.0,None,None
134522557,5.727541290155298,0.0037662695856335,1495.456441097997,0.5163113391508887,0.29358137,0.0896979000299558,0.5765166271305221,0.0362600769559151,0.026129806061222,0.0217475474357454,0.0099637576059462,0.9994349682469392,nan,0.0259084082347786,nan,0.0058897059318354,nan,-23.961182,-12.207418,122.369322061905,-38.8581303675235,9.1546,255.617129454725,-3.13159306335631,None,None,None
135050395,6.75998772413221,1.365203508463253e-06,1574.4860467684298,0.0003826469371688,0.12307629,0.9999879298006584,nan,0.0225081971690598,nan,0.0301219880127454,nan,0.9998992620452832,nan,0.0129149443407646,nan,0.0130352683661953,nan,-55.021076,-7.0293875,184.837639799025,-39.8571063833696,9.5765,296.268605129887,22.5991261657382,5371.0,4.56036,None
135085261,4.486862268583073,7.043687807861687e-05,1902.1886278220857,0.0001580694656695,0.3499041,0.9998991736759262,0.5008928446486722,0.0707670790219148,0.0739104673546859,0.1274704113532444,0.0215645093524157,1.000009951071918,0.5007467644152488,0.0491747386560843,0.0533820236471263,0.1295212007996027,0.0246862190010097,-38.94678,25.784855,184.718175700441,19.9854676883156,8.40651,254.977515499325,79.6760013753037,5795.0,3.93923,None
135088521,17.114141378069764,0.0252957381843188,1904.4043825054105,0.087319254359592,0.4592836,nan,nan,nan,nan,nan,nan,1.1065819928200744,0.244086710321734,nan,nan,nan,nan,12.733042,-63.488758,185.215375179105,23.3207516835211,14.2023,240.096967360165,82.108561513872,None,None,None
135244338,0.6149767005536696,4.732499643278487e-06,1571.370453724032,0.0638314750560766,0.96250665,0.3907785476221037,nan,0.3732532099769138,nan,0.1123128548864744,nan,0.8961295251320643,0.3868216358786707,0.2507716673079629,0.2223902983513443,0.0519970832842801,0.0485686274683122,64.375435,-22.966162,186.158228481596,-40.2311951398808,8.3355,297.404277520832,22.3526801008753,7212.0,None,None
135443051,0.879306726308073,3.5073431515986186e-05,2011.06962842458,0.0019163325814588,0.58374065,0.9999864009984826,nan,0.1112121094374891,nan,0.1567779230414919,nan,0.9977810096943244,nan,0.0788399776772139,nan,0.0899580711774596,nan,8.148003,-14.9694,271.45717,21.445902,6.431,47.75716,19.298139,5714.0,None,None
136317809,2.791365226718188,4.273771788598779e-05,1712.0940212701553,0.0003022720750323,0.40361968,0.9999445553133292,0.5000028010461338,0.0779508783560948,0.0840820818396635,0.0933425802376226,0.0360101827570688,0.9997604029280706,0.4995448998260344,0.0542565312586338,0.0537240703418083,0.0831079594835446,0.0321171722907265,-31.885275,36.577995,305.542445145908,31.253193713336,8.5631,70.7429692647415,-3.25778579721692,None,None,None
136656542,0.6524069752307572,1.7759048104304398e-06,1711.504844501079,0.002096473435813,0.8130195,nan,nan,nan,nan,nan,nan,1.0012195510725084,0.5059926174678052,0.1416995168635639,0.1941673631226774,0.1610214872195799,0.1033027909673512,56.806694,-6.1301465,305.778229210425,30.825759117065,10.7521,70.5062752880723,-3.66728993989385,7803.0,3.91893,None
136732283,1.2918663268492616,0.000266858331863,1683.930642512938,0.0061697475398432,0.42438775,0.9916277072129694,nan,0.2556890362694192,nan,0.3726767784998311,nan,0.9874913349013282,nan,0.1764880575724358,nan,0.3352319564849644,nan,-0.2857282,-32.71785,305.847727188602,32.7765245136704,14.7482,72.1436002660212,-2.601347464683,3421.0,5.01036,None
136879755,1.5015497700813345,4.8324041644232096e-05,1711.523713170447,0.0002223943888566,0.37474275,7.450451953054118e-06,0.4999023723836449,0.0697891907502484,0.0758297644657537,0.4986818007194152,0.3620341105923871,0.9998464636690452,0.4994848483282683,0.0474697371964365,0.0502692130090847,0.4505091555244722,0.3226287159611591,-39.8497,41.95141,306.010226402861,33.1426317046397,10.4299,72.5221594484722,-2.50335941102088,4141.0,4.38326,None
136995510,2.7539308394030617,2.0336242208429667e-05,1901.6134852372925,0.0001744418480029,0.3628763,0.9997550423754236,0.4993240963602926,0.0722094710166625,0.0750152100456964,0.1060257595669933,0.0333651693555622,0.999643063099626,0.4992254751227801,0.0496204121574269,0.0504953358810924,0.0963594634379618,0.0286546235373053,-37.226933,31.170187,196.554720777922,42.6063991146183,9.9886,112.878638617353,74.2321117768624,6011.0,None,None
137136194,3.1306539273486016,4.7413784514116486e-05,1571.562532594243,0.0054079370368071,0.40452367,0.013791774883381,nan,0.0612130234936667,nan,0.0010528158817387,nan,1.013007884350862,nan,0.0329207480688803,nan,0.0004296593894629,nan,-5.5501137,-34.550903,151.151744289177,-52.0513919955219,8.7527,278.74965924069,2.80951752672275,6208.0,None,None
137151074,0.3536261963180379,4.18671397928172e-06,1683.5292993314913,0.0005214364005041,0.9168041,nan,nan,nan,nan,nan,nan,0.9981313254788506,0.4991578327949003,0.2672887846645364,0.2435110224382247,0.018346777303871,0.0103675708295043,44.646126,-17.625298,291.40696990119,38.5679246362023,11.0348,71.104835222252,10.4195753147549,6206.51,None,-0.0540555
137152301,0.4919965106733288,8.16656794500048e-06,1683.808101594182,0.0002994370574924,0.7666384,0.5013492248700038,nan,0.3175537843977284,nan,0.0433374083911595,nan,1.0006087996199258,nan,0.1204777439741168,nan,0.0207412158760127,nan,51.632465,-6.5027432,291.428190760305,39.0737609483952,12.1069,71.5728743963988,10.630270595984,5150.0,None,None
