# tess_id,signal_id,bjd0,bjd0_uncert,period,period_uncert,morph,morph_dist,ra,dec,tmag,glon,glat,teff,logg,abun
1129452,1,1411.497546966341,0.0450336762471579,0.714017093784729,7.975687464689685e-06,0.9876629000000001,0.004237785,37.1653046561653,-9.59595276071333,8.5415,180.147874017138,-61.1355015386849,6863.0,3.97124,None
1190662,1,1517.3712737740382,0.1918391946112478,0.887969129755938,0.0002011094082117,0.2813002,0.0131998,136.039996274996,-16.4935282052713,13.1743,244.441054701747,19.7290383697628,3595.0,4.28024,None
1202347,1,1519.6569094374456,0.0008903492528133,4.150502462036625,0.0002634304624242,0.35350773,0.001391348,131.278341324427,-27.9195163835336,11.7278,250.992038644064,9.2505730308077,7047.0,3.84513,None
1220444,1,1440.6344081176126,0.0001138321763392,7.162065599044558,0.000129876843391,0.17296618,0.000735649,71.5273909744193,-30.6232955309391,8.97342,231.667769132388,-39.0886879847143,5931.0,4.18328,None
1230647,1,1517.5620692873667,0.0006802927489388,1.1897402799655612,5.9100127124178676e-05,0.5855434,0.000259923,137.346093489155,-15.5890267268813,9.07737,244.501785068146,21.2751537335531,6533.0,4.26342,None
1449640,1,1440.4198955538182,0.0098194329366378,3.501794812080423,7.433017995328583e-06,0.39555246,0.000584936,75.1716140694779,-35.2026105321488,11.921,238.096018116663,-36.9250314283096,6411.0,4.1038,None
1450518,1,1438.085616901191,0.0010285082148584,0.3337473920234986,4.4925932704553695e-06,0.6499378,0.001926621,75.2040945909976,-32.2110251899151,11.2574,234.439780799759,-36.339516734425,4171.0,4.25845,None
1630438,1,1571.250525732968,8.158023297255568e-05,0.3905230804539529,1.065383095688599e-06,0.9888965000000001,0.00181969,188.135358103416,-15.5229164673823,9.893,296.237157563927,47.103048914591,6333.0,4.00432,None
1630690,1,1571.173452482092,6.079731565478141e-05,0.4136605197528929,1.2487833836449802e-06,0.9653686,0.001788353,188.192443631727,-16.4388612966394,10.0492,296.458292087712,46.1981033861425,6391.0,4.12195,None
2020964,1,1519.3024115515789,1.1307977837180236e-05,2.9423359119640153,5.67953042995839e-06,0.5587546,0.002679746,133.458629007357,-25.0842572337473,8.2918,249.935755745917,12.5321559110344,6269.0,3.27994,None
2234723,1,1816.6456607470527,0.5299851474342177,2.462068999164688,0.000766320595773,0.5936281,0.043290678,79.6298018521946,33.1646440551096,8.18778,173.28568396358,-2.54483501500939,11906.0,4.21285,None
2236015,1,1819.1712575410907,6.238681407921831e-06,4.134660388193502,1.0390411035565704e-05,0.37343228,0.002458277,79.5787333455014,33.7673667473254,6.21412,172.767486989599,-2.23334069193842,10641.0,3.95164,None
2353789,1,1518.7637289440286,0.0004529747593551,1.8717000041998741,6.195183107893243e-05,0.42488729999999997,0.000124666,134.278107691672,-28.7728940921682,11.3832,253.337413912491,10.7880251457877,6969.0,3.91241,None
2372579,1,1664.78482165687,0.0005659958596879,9.921097604307176,0.0001844187704733,0.081996724,0.000291802,288.917045886714,-28.6892270211434,9.96237,9.11610722771503,-17.5349521320895,5417.0,4.22333,None
2595273,1,1817.1235064972366,0.0234437221090502,2.1129221795233835,0.0085716637902275,0.42082309999999995,0.014667184,80.134695252313,33.5261119027779,11.3246,173.230625788354,-1.99209281945441,5533.6,4.41094,-0.516
2758565,1,1359.372387816038,0.0043432275349796,3.7685477953192685,0.0098131280800273,0.6575024,0.039647303,356.283144750421,-17.4491901164213,12.3611,61.8009365408317,-71.8933301128382,5807.0,4.31866,None
3034524,1,1816.367295900105,0.0007693107368139998,0.3574713100273061,1.2874747485180913e-05,0.5558276,0.005371453,82.1419904825039,33.3060492184282,16.5078,174.354852678339,-0.730177445115472,7421.0,4.83674,None
3311888,1,1817.7735180159875,0.0089577879443822,4.0010397995656,0.0008509874402315,0.7202371999999999,0.001265401,82.4276356822394,35.3750163093305,6.8911,172.761274298719,0.610294636965929,None,None,None
3815360,1,1378.7122109920872,3.2427198065490765,19.581046872350843,8.137893122750484e-05,0.060286984,0.00128466,10.1958326792792,-11.3670272834295,8.5574,113.393535690451,-74.0411318478643,5997.0,None,None
3816260,1,1390.527157289905,0.0007244124312819,13.127870896995153,0.0002084017413057,0.12151632,0.000119557,10.1350666586473,-6.48087968723829,10.0949,115.292333587524,-69.1908245917188,6353.0,3.90294,None
3921749,1,1388.6756234981915,0.005251391017282001,5.611221217104586,4.689889756104293e-05,0.17541513,1.15e-06,11.8333176269745,-6.44263550748636,10.8462,120.047276881449,-69.2913899496751,4007.0,4.38104,None
4164713,1,1842.9883833990511,0.0002849694124051,0.2747867990972933,5.8734311683683585e-06,0.83209443,0.000167573,114.625919,33.711681,7.491,185.838781,23.83143,6530.0,None,None
4206238,1,1483.1335955070301,0.019576028351139,14.974107488702057,0.0006957265065903,0.26734293,0.001926329,80.8792100618542,-1.0732499270254,9.89635,203.503042385065,-19.9739962088363,6503.0,3.82277,None
4247738,1,1842.5637994872425,0.0003204511713192,1.3022556514101866,3.190762713023432e-05,0.34746748,0.000728315,115.328522412644,31.2428224974963,14.5408,188.603379511583,23.62789000127,3411.0,4.68867,None
4254645,1,1468.2638479768204,0.1357226781747158,4.038794769212081,0.0333668510124232,0.5351174,0.001505825,81.1192403121014,-2.39713874051705,8.0836,204.865734041458,-20.3915764228133,None,None,None
4299830,1,1842.8193659004928,0.0006246013324471,0.5341186812458436,0.0002285638887827,0.4265544,0.015752017,115.974734450658,30.7477429563773,11.228,189.308268618347,23.9967741506661,5965.54,4.03377,-0.586425
4629065,1,1420.376120985846,0.0014824962293005,11.794327019999995,0.0008988541257028,0.27944466,0.000989847,37.8741812835484,-9.05942744980459,10.8532,180.247267368112,-60.2552774956844,6377.71,3.70125,-0.52896
4723156,1,1409.1557394158112,0.0019967677822023,9.490105417353405,2.8082415926888867e-05,0.026299148999999997,0.000489201,39.4423514172848,-7.09679242440794,12.4886,179.36171425901,-57.7946146802021,3057.0,4.96416,None
4742129,1,1410.9799393233654,0.0011429355331529,2.072016280766349,3.4469785115121003e-06,0.37543902,0.002024239,39.7864663248843,-10.4628981788121,11.2057,184.793285981708,-59.6677876332567,4242.0,4.28788,None
4957914,1,1871.1778994690528,0.0005892404606129,1.2463608333411569,3.141268173512124e-05,0.50254405,0.007000291,148.712261002676,34.5384254892935,13.5952,190.652951063074,51.6817774111338,3695.0,4.68104,None
4971740,1,1871.100901078735,0.0036074022316370004,0.8677956885428213,0.0002207641171348,0.36022115,0.018265155,148.865778082816,35.0024831670742,9.8666,189.906746506981,51.8152821347814,5592.0,4.17998,None
5092088,1,1522.6118969599315,0.0029918406967226,10.125881991164704,5.8864411901282665e-05,0.23144814,0.000602565,142.143305941917,-37.0799911751188,12.0077,264.092091591887,10.0575200633137,7356.0,4.08422,None
5205367,1,2011.5953383149667,0.0010146037993763,3.9928126436987217,0.0005205508518102,0.48475105,0.001371958,269.529077947035,15.1394192653426,6.6776,40.868724807503,18.4917349141836,5779.0,3.56582,None
5364915,1,1524.4372518891425,0.0001808345632525,11.144805509605193,0.0006480751943662,0.15928388,0.000314081,139.210217221136,-21.9544896548122,8.1175,250.922200746349,18.5895133977085,9388.0,3.53939,None
5506314,1,1552.39423595826,0.0025747958623014,8.253917492674214,0.00471701394091,1.0159414,0.002626753,153.122138346394,-19.8242124127587,9.361,259.339830746037,29.2871665945629,7692.0,3.53808,None
5674169,1,1790.8184290215772,1.1525138218626254e-05,0.3182028114730066,1.3940746692475693e-05,0.8538728000000001,0.000797602,33.0365525496304,27.138397380605,9.34142,144.242835099343,-32.3716678365397,5960.89,4.24528,-0.410509
5703872,1,1517.5175261839124,0.0075569405605619,16.28144617416293,0.0023189036028377,0.16269909,0.002115343,143.360350503966,-39.365418879825,7.8812,266.396493126909,9.07086715533809,5956.0,3.74186,None
5868998,1,1571.067574864849,0.1425368127879664,0.6356446553990469,0.00011728277782100001,0.44334704,0.012726421,187.782153783409,-23.7735638909043,13.9372,296.961584370898,38.8626327319734,3644.0,4.37169,None
5969274,1,1570.6868109981724,0.0093261063545924,1.0579672368047854,1.4944927815729871e-05,0.5279874,0.032080905,193.501198558516,-18.0376220238047,6.89083,303.79231622074,44.8298373339428,7929.0,3.61868,None
5981829,1,1571.120875760701,0.0002906114098095,1.7990760070221383,4.8356670628857394e-05,0.60732615,0.000366923,193.685640978017,-21.3109803398389,9.0986,303.960464968821,41.5541675363241,6166.0,3.7553,None
6400274,1,1656.304617980443,2.3810487618902688e-05,1.2112319592832257,3.4399057995404547e-06,0.51155436,0.003814386,283.520634321405,-51.5159912552283,9.1717,344.836937265767,-21.3046371154939,6078.0,4.03826,None
6518047,1,1492.5484493117033,0.0020491071165906,1.851331928723453,0.0002996789675213,0.48949113,0.0094655,112.880152978668,-6.73454379597765,12.6997,223.540152643946,5.75757197912107,3560.0,4.76771,None
6667908,1,1660.802816511002,0.0107849961882493,14.443446408680925,0.0091763199848724,0.2980731,0.018988103,284.404424010798,-52.8501235162365,9.9976,343.627784319931,-22.2059211722247,6176.0,4.28212,None
7211118,1,1492.559937230869,3.574270112949307e-05,1.4462608791971219,1.5770817852311936e-05,0.53422004,8.34e-05,113.777705903924,-9.09569554146276,8.86839,226.051650993605,5.41490845654344,6472.0,4.09124,None
7418947,1,1411.1837649332306,0.0022429704733638,1.0078080046891953,0.0002420900075268,0.732226,0.009033203,81.0615148812922,-46.2168798600287,10.2199,252.207089599952,-33.9090087966178,5903.0,4.55077,None
7695666,1,1429.2434042886318,3.960879985243082e-05,17.553700894345678,0.0009331045065472,0.09344074,0.000230763,65.6467652008594,-41.4833695499087,10.1271,245.626297689275,-44.8512609496033,6303.0,3.85406,None
7724421,1,1411.2378328024506,0.0017401028771928,0.6405998048922625,9.402379553824505e-07,0.8216003000000001,0.000248882,66.4113597142358,-38.0594809189435,9.5443,240.833101827067,-44.2201298218883,6631.0,3.78769,None
7849727,1,1684.1632337386611,1.5035654541861733e-05,0.9933050020804594,3.82785153574261e-08,0.6345165,0.001697459,275.409674585585,42.1688029273671,9.9971,69.9243472799356,23.0563402263601,6599.91,3.84246,0.013
7851729,1,2009.8034949209991,0.0001381055797082,1.2526446377841856,3.686260792190588e-05,0.6141194000000001,0.001769325,275.25817522215,44.6451879454792,10.9806,72.4877527362022,23.8401040960815,6211.0,3.60832,None
7854182,1,1983.7438280770275,1.8873156477638986e-05,0.8660210299263076,1.0320994130452732e-06,0.6146146,0.001181658,275.548647063955,47.568878067161,9.0619,75.6413507734406,24.3914613943638,7424.0,4.15494,None
8200343,1,1873.1589790184937,0.0002677912400486,12.984562244334688,0.0010257923298127,0.08620449999999999,0.000382777,156.964456109333,39.9012452132894,11.9114,180.34347236426,57.735565159543,5225.31,4.3441,0.333129
8245065,1,1870.7566819517747,0.0003027244022177,0.3280227673769263,1.0588273788192383e-05,0.7484071,0.00170814,157.36156012336,39.7689945500454,8.2342,180.464806820729,58.0616270355222,6154.07,3.36468,-0.378131
8592033,1,1957.7206214148944,0.0002223033973223,4.343590326579395,9.20410580196318e-06,0.62906456,0.001353313,248.022997694758,30.3860165647146,9.9931,50.5964624808349,42.0058365762177,4682.0,None,None
8624617,1,1956.3055606104847,0.0045328145752137,4.9057066522007995,0.0004473168880432,0.6018473000000001,9.49e-05,248.281873803873,33.5237585697664,11.3482,54.8218839770025,42.2914297959271,6090.21,3.45345,0.185
8669966,1,1983.7384828862428,0.0001266780330659,3.394454313854502,2.543143433220152e-05,0.9000155999999999,0.000923783,248.371350055516,30.4990669191115,6.64925,50.8197066332387,41.7313555864129,7651.0,3.54356,None
8673277,1,1956.0790628468626,4.009258304904506e-05,0.4211696761946948,6.598577956817843e-07,0.8037438,0.001028204,248.758154901019,33.2132695651305,7.43682,54.4833447786118,41.8538551169863,6505.0,3.53179,None
8677671,1,1871.4540566842288,0.0002646839850513,1.115976642442152,5.532695684262733e-06,0.5639609,0.001463836,137.452512969354,30.4268946773603,10.0186,195.161563622738,41.806960494577,6644.48,4.13353,-0.243513
8766412,1,1872.53270602955,0.0483716460885261,2.3193330221346167,0.0001725960620437,0.9085101999999999,0.00404154,139.990995089822,30.9566464769551,9.2004,194.961397645802,44.0483819797436,6224.24,3.69413,-0.0310309
8769657,1,1870.5148796682493,0.0004187867809832,0.4264695253860719,6.437652537216733e-06,0.57421196,0.001962544,140.368118571888,33.4329629325703,12.8899,191.590915828281,44.7051860419374,3474.0,4.63507,None
8895896,1,1818.4575805927511,0.0126952871278263,12.858088547343169,0.0040112154774618,0.1977346,0.000211772,66.9893905206711,56.5622438882548,11.6269,149.577915456323,5.34517957092589,6812.0,3.8627,None
8989778,1,1354.7325953504615,0.0008286355218842,0.6127979313651339,6.248440257428101e-07,0.7914239000000001,1.71e-05,354.817358876793,-9.15145899334891,10.9507,76.067665184559,-65.2272825955809,7610.0,4.0715,None
9033144,1,1557.0283326638364,0.0006467433418038,14.145160821979024,9.468577603399808e-05,0.12224609,0.005487345,349.606182109168,-19.8239157912515,9.74346,46.8874516132668,-67.4991739232659,5954.5,4.3178,-0.21
9036901,1,1930.550945187254,0.0002680471318399,3.413008459092505,5.094209965417207e-05,0.59911346,0.000828076,221.822626709344,31.8410353444767,11.5961,50.5461254312428,64.4301654222472,6104.0,3.42698,None
9054370,1,1357.1353045783826,0.0050687487387222,3.1899594642233366,1.857674934857556e-05,0.29038283,0.001227143,356.161901862668,-8.84879183143028,7.6176,78.9967966139707,-65.8472660857642,6416.0,4.08149,None
9058724,1,1934.7126064034653,0.0001617630650798,3.56054194425201,4.275552028953911e-05,0.44234672,0.002294873,222.129186094655,35.0550182005139,10.0081,57.8062457909367,63.8223159146405,5412.0,4.09892,None
9070070,1,1354.6088673782094,1.731613679112343e-05,0.4814247408611078,1.8681029271827576e-06,0.8307091000000001,0.00094238,356.826439733867,-8.08669370855787,10.1667,81.396945486634,-65.645049437796,6602.0,4.06,None
9172417,1,1438.0393287512106,3.898222666975926e-05,0.2451915077576635,5.834723034170429e-07,0.6551174,0.002553515,62.0574890033951,-5.7565999163801,11.8499,197.550526398836,-38.6354851650594,3551.0,4.67786,None
9209932,1,1354.7129679823342,0.1452655313794366,3.5225328745456954,0.0010700152278091,0.44990146,0.025759882,352.503651619394,-18.6928694999371,9.3704,52.8999401216748,-69.477465478043,6533.0,3.36931,None
9361438,1,1875.749081921904,7.178227247095492e-05,8.607740660477766,0.0001596831046661,0.13988334,3.68e-05,150.603494174377,36.0738444835518,9.93029,188.120685943945,53.2174973503177,5858.0,4.26385,None
9380768,1,1439.5316679582183,0.000317887561323,1.6222184007566904,1.5035536329310874e-05,0.45938290000000004,0.003162258,73.2684483390712,-7.00652927646544,10.5073,205.347335571471,-29.4603606169457,4756.0,4.23735,None
9381557,1,1446.4481422548106,0.0003940878143566,11.82214813143074,0.000547074039348,0.48032188,0.002239854,73.3813018189352,-6.69579824275522,11.8228,205.089743010902,-29.2181109485431,5190.0,None,None
9391285,1,1902.1029032155593,0.0002392605692875,2.7525410708479097,9.967871452687405e-06,0.30326936,0.000971997,167.612203420814,36.545485668707,10.4231,182.83432814489,66.6676186900058,5970.92,None,-0.13
9433212,1,1440.1555820560452,0.0003663781210434,5.0134479602901125,2.0083641727453028e-06,0.20043529999999998,0.002476367,73.546816408841,-9.4981608049506,11.6917,208.059234619705,-30.3305139882657,5878.0,4.173,None
9461737,1,1900.6296268929104,0.0008495769345699,0.6369755507948999,3.575439088365773e-05,0.57353866,0.004744224,183.226169201293,36.561613489501,15.4981,161.417704410634,77.5266813394309,7621.0,4.52173,None
9473243,1,1989.388848933644,0.0003034216845207,2.2669595434163443,1.477436130548071e-05,0.5361464,0.001859183,258.397357830719,30.7100119195351,10.5583,53.4045589757177,33.3479370740461,7093.0,4.02184,None
9727392,1,1355.324723233226,0.0010112777949871,4.534567929703335,4.0113163137789334e-06,0.37592129999999996,0.000769841,358.444730531975,-10.8849727959167,11.2932,80.3073534216949,-68.8389064997704,6421.5,4.08773,-0.31
9825731,1,1987.4467290018392,2.8840851932180944e-05,0.5907442589585851,1.1130920669621958e-06,0.70008713,0.001365626,260.933225628872,31.2985848187391,11.1429,54.720277650428,31.3894065967324,7068.0,4.05312,None
9845586,1,1410.7768789851475,1.7224413410571726e-05,0.3601126422259429,1.966341986409104e-05,0.718716,0.002686657,48.2165079732741,-7.73892877569131,11.6956,189.488287658936,-51.3184763227576,5755.35,4.21896,-0.008
9945183,1,1411.7325414385532,2.210509705946606e-05,1.5575894779567077,1.8231478438046625e-07,0.53086793,0.000631645,50.3441664270184,-10.2850259488605,11.2932,194.710549369507,-50.9217447533613,5819.0,None,None
10048801,1,1842.997369849071,0.0153080897823656,3.6987295495022545,0.0033780682408512,0.45904732,0.01646442,123.996103550474,38.8799614914762,8.408,182.260050114188,32.4147337173796,4949.0,None,None
10057647,1,1842.8089808403809,0.0001072633929197,16.2635300393824,0.0002528368232361,0.07609910000000002,0.000296559,133.3304357542,53.7358087641625,8.27324,164.206871144882,39.3914764126618,7249.0,4.05683,None
10393493,1,1983.7530864135406,1.9471588861745946e-05,0.3604604362195877,1.9491273822724867e-07,0.7887733,0.001065777,267.736033847399,33.5458281313464,12.1071,58.9457373316713,26.4554608225298,6200.0,4.21163,None
10467747,1,2010.4570105100872,0.0002136725920536,0.30261969531295596,4.0858122751230574e-06,0.52968127,0.001351823,268.039575658347,32.1304338891748,10.0992,57.517691346195,25.8038126311313,5248.0,4.53228,None
10756751,1,1387.9977271385314,0.0003967708942127,3.4885321869801738,1.93064994684633e-05,0.571214,0.000758983,9.22971209120526,-5.87403370423534,9.4189,113.052247710033,-68.4668268348105,6703.0,3.45943,None
10838695,1,1386.6713432896115,0.0001932988880071,2.3061233096439593,7.4237137099864015e-06,0.5265611,0.000673446,25.2529260720896,-6.726165941816,10.0742,155.163811084181,-66.4443711808175,8326.0,4.09775,None
10891640,1,1685.0681205974265,0.0002050716738754,6.181968811422059,0.0160739334225796,0.52198946,0.009102454,297.762051,25.954311,9.287,62.598875,-0.3573,None,None,None
11002748,1,1438.4156906608575,0.0002291462001267,0.7787150087810764,1.823050242144575e-05,0.66891015,0.001307627,56.2041394923021,-3.0786221255239,11.6115,190.472437151115,-42.1279254085675,7402.0,4.00059,None
11046410,1,1441.106274555361,1.7957234153611807,8.122621082571444,0.0035744138107443,0.43948472,0.052663963,56.1271246218444,-1.16308899921153,5.31848,188.321133654345,-41.0848387445399,12823.0,None,None
11070365,1,1492.2775436934664,0.0031292943267544,0.9020850610040776,0.0001827624780407,0.56036544,0.007943224,122.224999903427,-18.411004059992,14.4064,238.306192522749,7.81615891870179,3554.0,4.82415,None
11113164,1,1712.9270595222465,0.0018595140165871,2.839180461273554,6.681723121593208e-05,0.62874264,0.001133308,303.908896072731,36.7935518898832,10.3441,74.5600737298458,0.98100091251506,12404.0,None,None
11119600,1,1683.7320277419929,6.691853695883765e-05,1.2211942357654928,5.711193283852722e-06,0.5317276,0.003557116,303.823206145988,37.5288661515397,11.387,75.1332858045961,1.44675573369338,6897.0,4.10495,None
11286209,1,1468.1386778666622,0.0419302070081357,1.1909335650978932,6.571882353800795e-05,0.5722378,0.007179916,84.6966875005709,-2.59458747430471,6.8524,206.816182241282,-17.324468169851,None,None,None
11437325,1,1790.8061057483785,2.4166671664715977e-05,0.5733566327811985,7.151793977033805e-07,0.52088356,0.000591567,30.1386240024385,60.0091026677255,11.0954,131.474197721458,-1.71135183937501,3996.0,4.74017,None
11480287,1,1713.0153980472985,0.0003958815202622,2.316807798304227,8.767090979189263e-05,0.60016453,6.9e-05,303.986560960727,37.5084913388816,11.0328,75.1884729962106,1.3277660322305,9106.0,None,None
11480757,1,1711.5506179447032,0.0006466541949521,0.4041670317720466,1.2562501373603041e-06,0.8623419,0.001054115,303.983097623044,37.4543128642973,11.5667,75.1419399756425,1.29986125089388,8028.0,4.31297,None
11487334,1,1386.0000922198858,0.0080610160252945,0.3840273021513814,0.0002014590592868,0.8085604999999999,0.00501715,17.6671326693891,-28.2312696783621,11.6055,228.565536198527,-85.6023573510782,6149.0,4.19073,None
11491822,1,1851.9277371299124,0.0006761397339687,9.946591112938657,0.0005646471183542,0.20677233,0.001117668,96.6076504725301,56.2850990552297,5.3423,158.631644649741,18.995638614289,8240.0,3.84081,0.66
11546041,1,1386.3266648696265,0.0032220301532106,0.4068856413193077,9.3858178381534e-05,0.7779119000000001,0.002853957,19.002508709547,-25.7091673282532,11.7142,199.849416037638,-84.3191737773533,7179.0,4.24977,None
11561667,1,1548.5261442020621,0.3226842519004444,3.087659461614192,1.7787203602459556e-05,0.28596166,0.017058498,149.823786613205,-27.3927817486572,14.9181,262.269370701472,21.5790654044333,4107.0,4.5617,None
11598102,1,1386.0045769433964,0.00044489880519899997,0.422905805191029,4.2005071539952255e-06,0.7789854,0.001171671,20.3873238251468,-29.1313111283796,9.8718,231.475073748363,-83.0673418166405,None,None,None
11704852,1,1713.3611698748432,0.0015793867555657,6.7712426737170635,0.0013422003756646,0.54829955,0.00169934,304.112436808569,38.7613491033809,11.928,76.2841905263115,1.94408365876467,9134.0,None,None
11748495,1,1521.0999068507842,0.0009883585005812,4.1615575349264615,0.0001353992311097,0.5139622,0.000467364,129.009904263673,-34.2111724092235,8.665,254.854835117639,3.89911219471611,5116.0,None,None
11756637,1,1469.1375389368934,0.0001044331806951,4.3064103003272765,9.083655312380756e-07,0.19075984,0.000174614,90.6148680451639,-1.31693557592321,12.9,208.470589656181,-11.4892292883918,3436.0,4.60476,None
11793277,1,1712.3065421427546,0.000296712367799,1.5069611249136818,8.317008025615635e-06,0.6101717,0.001800254,304.1741312614,41.9627169822156,10.3503,78.971899013052,3.68913230793364,None,None,None
11799872,1,1842.942715109672,0.00028132033003200004,4.257857432147318,0.0001374767080202,0.36379957,0.000581232,102.053424834641,55.7044847385113,5.8651,160.258242605653,21.6942135646331,6446.0,4.09783,None
11799874,1,1842.9427051887608,0.0008002888434930001,4.257927323674756,3.7587219104295855e-05,0.3655538,0.000595024,102.051218141975,55.7041933494642,5.81,160.258158010815,21.6929389079603,6451.0,4.0803,None
12012992,1,1517.9054738749635,0.0008961959904354,0.9011728850542048,1.0618025973352374e-05,0.6261858,0.007340575,146.582082647539,-30.9255601946996,12.6815,262.504745350584,17.0580378453326,5204.0,4.46245,None
12029932,1,1689.6532532167569,2.5093772509385417,10.554261344918896,0.039800040557516,0.7330916999999999,0.001895626,304.349017059189,36.1266595497359,9.276,74.2046523642948,0.314867279053973,4976.0,None,None
12158853,1,1469.5523473469702,0.0001636932520341,1.2623790727496909,1.3444357990666235e-05,0.36139894,0.002152165,91.5560130301542,-3.61892963373015,11.6303,210.999425170434,-11.7052176835796,3465.0,4.69601,None
12494582,1,1684.023706682896,0.0003988222229054,0.8309453488492198,8.046376017700752e-07,0.6484479999999999,0.012699722,304.539403354688,38.307758525702,9.7878,76.0952350183869,1.41340800549092,8602.0,None,None
12529950,1,1411.5720585411675,0.0012236756613219,2.4004336868118874,5.227770656368591e-06,0.3078998,0.008828164,51.6875814512295,-9.34212989103566,12.0634,194.512045232643,-49.3015157062486,6052.0,4.30867,None
12631605,1,1411.2587615979605,0.0001057073736776,0.7088063038700174,7.100914763968903e-06,0.5390767,0.003123954,53.1162114040429,-6.97220073278178,10.1923,192.623593701906,-46.8468798505499,5514.0,4.4478,None
12632044,1,1411.3296187469452,0.0312125487280354,0.201630783968138,8.763711613346548e-07,0.84908044,0.016427131,53.1811229876232,-8.92757052263777,11.647,195.124557033306,-47.8243496359587,3721.0,4.72277,None
12672792,1,1684.0809290891723,0.0016013170454698,4.211631647394101,4.628968120190535e-05,0.57644105,0.00195997,304.885095915298,38.7316550583358,7.3776,76.5979896520356,1.42868120234629,10629.0,None,None
12673900,1,1712.4196983297695,0.0005424414598564,1.9102171674158943,2.038904383061535e-05,0.6348971,0.001598367,304.903477124408,38.5890803136,10.1637,76.4884090328961,1.33630884599372,9355.0,None,None
12723924,1,1357.5026114470695,8.884049323056549e-05,22.000400393847947,0.0054080290663129,0.038463682,0.00101324,336.74462434108,-17.4244494094123,9.3076,41.5223182770482,-55.3375935070086,4087.0,4.29982,None
12790306,1,1765.5005299252116,1.1171778163352156e-05,1.1847291313313109,2.4417176525126654e-06,0.6090963,0.001789987,343.190921,60.9162,6.745,109.006048,1.29442,None,None,None
12824209,1,1790.8554576950526,0.0805367627856412,1.0711623500903422,3.286730600304821e-05,0.52732235,0.018769593,33.8274085191438,65.4811648257778,14.9063,131.493262191983,4.01309347590564,3446.0,5.13574,None
12862119,1,1390.9806440499563,0.0211930199332073,11.207743808500883,0.0125226225585066,0.25429696,0.025126338,3.96920998869567,-12.0801477156211,15.4968,92.2079365126994,-72.7950390191528,3287.0,4.89842,None
12915124,1,1684.2603800979016,9.682408153821598e-05,3.1642751033080083,3.083585886898277e-05,0.5241981,0.000500438,304.987067987432,37.8353647836653,11.3382,75.9037419009668,0.856004608780219,None,None,None
13021029,1,1439.7960115044073,0.6702782556242255,3.8523921918672426,6.37592013599253e-05,0.32341665,0.003714525,75.2996612893797,-26.0541574337006,11.7231,227.120981850155,-34.7646826679633,6244.52,4.20862,-0.123681
13037534,1,1781.4783845326224,0.0141866916362687,30.18269451712608,0.0021669302476041,0.5424640000000001,9.28e-05,343.875920836607,64.0086205405561,10.0025,110.642286260506,3.93863596967552,5694.0,None,None
13062255,1,1439.0678477716751,0.0005667914545028,1.6512129801077522,1.8131225520967567e-06,0.571365,0.003393636,75.5227320016658,-28.7126849617303,10.3737,230.316080909114,-35.2755041927093,5769.0,3.85304,None
13062697,1,1443.3787401809889,0.9201089210525881,4.848767579632914,0.023646233303962996,0.7840394,0.024972902,75.5805595880733,-29.586286586997,8.4364,231.369904108051,-35.4400768683299,4403.0,None,None
