,TIC,tsne_x,tsne_y
364,167795859,-55.352547,32.421124
365,32050581,-33.307922,0.27732992
366,55652785,3.8864355,25.312946
367,306580215,-23.874363,-9.100985
368,237915523,70.007614,-0.52408296
369,323292655,28.367064,44.198524
370,394657952,14.604362,11.530216
371,358022169,10.753223,-4.4302506
372,150101799,-20.227404,-9.062406
373,149160359,43.95642,19.529778
374,425594181,-36.718067,-13.057689
375,453095485,54.465767,-5.567819
376,312907176,16.331156,11.817112
377,360205899,12.269365,-33.902206
378,148158540,-5.938315,16.545162
379,405533713,57.10262,3.8342829
380,308828048,27.24312,-4.8822794
381,438682877,24.439468,-23.684372
382,159864583,-21.943247,19.046295
383,460820330,-33.81967,-0.25139543
384,309528896,-44.304527,25.477404
385,159493588,59.929432,-3.4737654
386,243475355,0.7406639,29.58468
387,323727556,-4.8490343,20.874182
388,179410793,-45.728394,46.44328
389,361388647,8.251085,-46.24737
390,453784977,50.886795,2.2255237
391,383858742,51.74118,-23.583277
392,373844472,-30.488586,4.145385
393,150101476,-25.489925,10.065244
394,260192157,-23.239733,-5.0433383
395,434664688,-68.57783,1.9780197
396,461271719,25.682386,-35.743954
397,141978095,-55.534573,5.3077126
398,166319733,60.137436,16.732782
399,338465029,-3.8288412,44.183422
400,365717153,-51.197937,-10.512464
401,242323067,5.2705994,17.010616
402,141943694,-2.396535,-40.56951
403,38707340,57.969814,-11.850647
404,243643549,29.733871,41.960484
405,177118177,25.79561,-3.2014985
406,242149417,37.398293,-23.719662
407,319936861,4.950599,5.893585
408,160159932,45.63521,3.926647
409,75490265,-38.22511,-7.967551
410,307085577,2.2387092,-11.441238
411,243391171,3.74585,-14.695129
412,243662768,-41.415787,41.01478
413,278895603,42.795734,4.578563
414,270507305,-11.691687,0.96243775
415,291651765,6.7548566,-31.657164
416,306410072,-6.347849,-20.74752
417,176871438,-21.306543,-21.640514
418,394452884,55.92121,14.793645
419,407661994,-67.02593,-8.11045
420,219201178,-26.227034,9.918036
421,451112995,-34.626823,-16.53974
422,418295363,7.8697815,-31.353985
423,307783750,27.563084,-35.631256
424,280909668,-21.10583,49.68873
425,323255579,9.465202,-49.790924
426,120016,53.40445,-19.665907
427,404927661,-65.72718,2.1173866
428,393491149,22.794374,31.325031
429,370085638,-0.5004331,-49.709682
430,48227278,-12.550141,-21.151762
431,332607409,4.6002574,-56.475838
432,369506001,-11.431705,-41.667892
433,404804908,-38.090885,1.9430248
434,60735803,-65.3378,-9.091483
435,418532689,37.96736,33.668846
436,363847487,-41.612953,19.895874
437,394099697,3.5840304,-25.669836
438,83391903,-11.9941,-29.037813
439,350298314,-71.165504,-6.9265356
440,394728064,-27.406406,-25.61385
441,438790187,12.99928,-55.544117
442,337370789,1.9157554,-36.53574
443,306635088,-56.244343,-2.482755
444,83833793,2.5466897,23.899181
445,210636260,48.154865,6.3447404
446,31511621,10.694805,-34.500275
447,260659986,-29.580532,27.415545
448,61120063,61.991215,-26.45669
449,278289141,-11.672684,-3.069646
450,332600127,33.42293,15.587061
451,420581415,-8.863874,-24.999527
452,167722708,-52.82601,-19.656046
453,412942849,17.70043,-22.896353
454,140760434,-46.45732,-15.308201
455,128886984,33.652233,-24.74604
456,107548305,57.149525,-27.194218
457,323968843,-12.230612,24.611258
458,370678161,-47.71487,32.49313
459,453785266,-21.124771,-9.1626425
460,47831368,70.18829,-8.7308035
461,220029715,6.293567,-57.87677
462,401626459,-22.186007,0.103183866
463,454855280,-50.44108,-11.75123
464,448852739,5.8837523,-13.601348
465,112099606,-61.935825,14.578754
466,379783522,-29.275269,54.656376
467,357911163,-58.127476,34.1133
468,272467271,-11.460006,34.66761
469,129116176,-19.924337,6.8386626
470,83939434,30.675396,2.4828827
471,73455146,76.17066,-10.579398
472,83449549,8.62396,-14.367119
473,287669537,5.7328553,27.930656
474,160150808,20.136404,-20.24315
475,159864610,-10.526115,-19.840698
476,166624433,-37.09535,29.72708
477,260504147,-61.85327,32.58173
478,55383975,-65.86117,-11.320589
479,451282261,30.759352,-25.480896
480,112098034,6.869686,-54.740654
481,141124793,-29.705193,-5.959895
482,127955334,-16.917585,3.5956957
483,48227288,-37.493366,26.172821
484,394272819,53.304394,-17.290432
485,179637488,37.26582,28.251282
486,394508465,-9.964864,2.4729571
487,166660531,70.17561,2.4876544
488,411712609,64.13465,-22.487347
489,309434176,-36.887268,27.510656
490,160484494,-17.345308,4.640942
491,310556491,-20.725672,15.882201
492,203387944,-8.876662,-22.722422
493,261089147,62.12513,-6.365142
494,260541250,74.41725,-6.5891237
495,350743714,-49.326397,-6.8571815
496,451211626,-22.462654,-10.92388
497,359308549,1.9259633,-51.311413
498,311925584,-29.933064,-25.650265
499,258519658,9.8760395,-59.04396
500,91961,-39.392635,1.7307931
501,55659311,-70.32986,8.125329
502,158979332,73.51174,-15.766641
503,396004353,17.42011,-16.107819
504,30540538,27.600298,1.7611996
505,30382918,18.133257,46.58727
506,271225404,-25.951122,-13.071158
507,278296621,-28.05924,31.17546
508,31134762,-27.7677,27.789347
509,185466937,47.84363,-20.958773
510,75969405,-45.687405,12.6925745
511,76658755,0.03484527,-45.00152
512,261335113,-70.30858,8.166418
513,261105201,54.809425,3.018372
514,359618989,19.413155,30.303394
515,300161053,-48.397785,-18.223976
516,404144841,5.391568,-18.358032
517,30287190,-35.811672,-7.325621
518,278413303,58.81076,-34.54572
519,30993392,-53.664215,38.23616
520,450798369,17.522848,-21.282217
521,76698707,4.055564,6.654018
522,350445771,-26.777792,-22.792683
523,122285268,33.912983,24.751299
524,357713892,-47.879616,1.1434052
525,270348090,-39.314026,-13.301598
526,359767082,72.24705,3.1719558
527,35349987,-68.42453,-11.09748
528,179966966,51.48746,-27.658018
529,55602946,-44.837494,27.040375
530,363885457,58.959908,-25.524553
531,150187916,56.975872,-35.208397
532,309598681,-25.339716,48.680027
533,410578942,4.6398797,20.592688
534,258837989,23.666245,6.6331053
535,331183881,-53.09531,19.749538
536,307927495,-37.442028,-0.019278727
537,243642384,24.587246,-26.035742
538,449650980,41.070396,7.746293
539,160697480,24.624884,1.0583501
540,83914837,32.3111,31.370462
541,312102715,28.696953,-28.881622
542,48318875,48.78262,-20.18856
543,260708271,68.63291,-16.263613
544,243192504,-3.2300928,-35.65687
545,398363472,-13.287228,-24.547977
546,307610438,-8.806224,-34.177483
547,300104749,-9.4604645,-38.08417
548,150300654,-28.12661,17.886202
549,304458680,32.686996,-24.866049
550,357512000,39.583145,14.352361
551,270288280,51.71811,-18.331394
552,179368346,60.93341,4.5756817
553,309350921,-47.745625,9.371503
554,306576384,-20.231644,-19.6576
555,241532550,-29.060999,-13.872151
556,150357064,-29.881788,2.7992535
557,47309500,65.479095,-5.374683
558,323020176,-18.700296,-28.203876
559,255350388,-9.748378,-0.036326587
560,338104678,45.48121,-2.064407
561,294200378,0.15969028,12.183047
562,16288184,-13.857748,-9.369083
563,323442776,71.21204,1.9247699
564,384534266,55.93698,-26.304005
565,279087522,-44.596096,47.63295
566,341258182,-24.205488,21.220724
567,263035184,56.87705,14.892917
568,291320884,2.66476,23.419725
569,279217728,-31.105768,15.063453
570,167201539,-54.966858,0.6200429
571,41561453,17.113676,29.640896
572,177631209,-13.111532,-20.642305
573,271893367,-27.738304,15.755066
574,374447935,-17.187555,-10.150189
575,384742846,-54.037937,15.743854
576,298372701,-12.519459,-31.279877
577,430263572,9.381797,-22.77639
578,151300352,62.401146,-16.46168
579,301160638,-24.136848,-27.729483
580,30450412,-2.1705906,-35.757126
581,284783117,-39.346554,-10.691873
582,348555861,5.2628226,-53.138054
583,407147727,6.4529986,-28.302958
584,279692257,-16.938553,4.513364
585,349059354,-5.460133,44.752167
586,198076334,23.293032,49.899097
587,357040925,58.763626,-8.460322
588,402918060,-17.69875,-10.027936
589,305674644,54.149994,-25.869425
590,306987941,17.891783,17.081694
591,381979901,-13.385438,17.829035
592,255319384,11.402827,-46.371315
593,206912019,59.991135,-8.609733
594,423987361,-48.477077,-13.653977
595,454058066,31.881086,1.7278792
596,389070884,2.1710768,-30.950964
597,343757299,-51.22188,16.863619
598,342782002,9.500309,-8.6315975
599,418720347,-35.096546,33.96461
600,202445608,35.77119,38.62969
601,357662316,-14.685047,-31.196762
602,125115082,9.366092,-5.3915567
603,262614966,64.44993,-29.322523
604,280055342,31.853704,32.03944
605,341029467,-49.624763,-2.042109
606,125857387,27.426533,-22.804493
607,38494096,2.668306,15.085295
608,301247295,-28.991829,28.134731
609,257737073,18.96879,51.607883
610,220402294,26.112295,22.282461
611,300324638,-33.672092,50.76934
612,442829369,-22.111328,-0.5822709
613,309619055,-28.203499,-25.939985
614,25078120,55.651108,-22.025257
615,167656297,-14.186143,-6.9825296
616,220397947,-51.898994,40.679424
617,342694097,-10.345773,27.88197
618,124350360,-70.32456,-6.763834
619,306272819,-35.55939,52.697365
620,370676773,42.11453,-24.972637
621,447493530,7.6729064,-4.4525385
622,379865347,13.047023,-63.078762
623,279323519,-35.19092,16.755941
624,24133365,-41.041214,22.72367
625,293151358,4.142846,37.56717
626,379806358,45.696613,-1.9676212
627,67267845,23.922367,45.53423
628,238229705,-46.563156,-15.231803
629,272086869,-43.299526,-8.813933
630,388128308,-11.79113,-23.7808
631,190863171,22.923721,-25.52719
632,207511576,12.360682,-60.893158
633,214716930,-55.24262,35.98068
634,261138857,35.829075,32.860558
635,102643159,5.7770963,-23.615381
636,396655059,-59.230957,33.476265
637,388244501,56.302322,-16.309452
638,336931938,53.90491,-6.4234853
639,24194061,1.6655002,28.987211
640,465088681,-13.09013,-26.882828
641,426541180,-43.81161,-20.86765
642,90836525,53.908497,-24.182735
643,125958765,66.27158,-24.648138
644,305675525,53.42069,-22.248814
645,207693951,-3.8688824,-33.27102
646,349763482,-28.256151,-27.759974
647,255513991,23.369684,-29.046534
648,159803421,-2.7152855,-27.116383
649,255567460,-39.88602,-0.7086636
650,394699148,68.24399,-19.857414
651,388203226,6.2124996,-25.1962
652,455463415,-22.710724,12.121742
653,350025490,6.3002853,-5.4755616
654,304071827,1.9153509,-11.240596
655,360571125,-25.046646,11.488644
656,426422372,-54.752583,11.276284
657,149030418,0.44124967,-40.44718
658,349521875,-51.856422,-19.423649
659,297701617,-8.474606,-44.38697
660,316207527,-45.95415,24.732832
661,216728030,29.01206,13.463164
662,121455954,21.60552,-19.577679
663,407824089,-70.38796,0.9629867
664,410418820,-53.630764,20.043976
665,217059369,-3.5403142,2.178966
666,446872386,-62.392944,-3.9871228
667,261136311,-51.701294,41.36564
668,278826516,-59.41461,2.0320327
669,32959497,-8.197292,43.16525
670,306107122,-39.49046,19.461166
671,269852699,-55.05348,36.772774
672,348717439,69.07162,-9.863527
673,359987981,73.30944,-19.246387
674,213514265,11.739562,-4.8243876
675,363933313,-48.42833,5.075104
676,395429348,8.068153,-56.86025
677,290410988,60.031094,12.375357
678,216995338,-25.214603,-23.734737
679,189084771,12.852316,-63.622574
680,133701671,-54.458595,17.043472
681,222945452,24.315834,-23.821056
682,293480903,-62.329113,2.3647525
683,279156705,77.7138,-15.222656
684,407823917,-53.644478,-2.0170863
685,448727889,37.13637,-25.504642
686,222173967,-10.798314,-0.013527194
687,294197236,27.67169,38.060387
688,141708335,-21.199486,-21.900759
689,294059372,8.489776,28.525799
690,303264387,4.467402,-27.071648
691,276836579,47.914673,-4.9955626
692,418527327,32.389175,-25.952072
693,339566276,-2.9318156,17.388704
694,421285598,-44.4303,34.19518
695,402918064,-3.2915845,-39.096607
696,349643889,-68.599686,-5.201313
697,343285974,-7.9689884,-42.881794
698,167812449,-54.79713,-2.1275046
699,325564366,8.751511,-9.500101
700,306981513,-6.1319523,-22.950829
701,267239205,5.915188,-28.355305
702,245527958,63.754776,-27.424934
703,216190934,-3.6001658,2.2142844
704,247145147,-65.749535,-4.343239
705,152377056,6.983404,27.086306
706,94257578,-15.71462,16.367191
707,218821972,4.872346,-51.875237
708,455509774,-10.460478,28.001545
709,161988269,23.210443,27.838612
710,442567883,6.372304,33.107986
711,301956407,-21.265232,13.207654
712,340100436,-53.885693,33.216553
713,448913059,66.07089,-22.215963
714,122645363,5.9324226,-27.050192
715,311103813,30.701292,16.648628
716,50380257,5.320895,17.283072
717,456609929,-47.78662,25.90554
718,464422047,-29.541643,31.62736
719,254003502,57.533123,-16.557552
720,238197709,-53.622074,-16.936686
721,112401201,49.20155,17.182627
722,265435357,42.3627,-23.741943
723,396170777,-34.749016,49.389595
724,303909865,-37.398888,47.014275
725,344031627,22.543695,1.4470206
726,360824561,-16.950554,8.053587
727,339666028,55.89716,-26.045912
728,422038373,-50.838097,-6.00513
729,380645083,-44.03613,-19.594248
730,279322914,-54.356297,-7.095348
731,6667908,-2.7276227,-45.0833
732,201747686,-7.179238,2.6165392
733,167792080,-2.1934688,-34.852467
734,280052690,-28.8738,26.788307
735,31690845,28.019024,-31.452797
736,278866211,-36.29458,-11.321958
737,196954401,16.512428,3.9277275
738,407584737,-55.962658,13.974156
739,382308684,-53.242523,1.8799926
740,306723230,-21.84171,19.234867
741,424796997,-54.618553,-5.1336355
742,280095254,4.092846,-57.18244
743,380659334,77.64042,-15.039351
744,113567527,-41.66746,15.433566
745,91246422,-59.302883,-6.089213
746,254045302,-9.872611,0.58243567
747,219967673,31.76035,-23.37771
748,254258206,-14.098156,33.398754
749,113061684,48.0964,-24.136683
750,181341926,9.924084,34.247566
751,253715855,1.8490552,-9.249033
752,263925187,-8.939993,-9.331743
753,383427491,-35.033253,53.22604
754,396903513,21.47279,41.788536
755,341309569,-52.925957,-11.324372
756,270341486,1.2045712,-3.555478
757,25858367,4.394394,14.506832
758,61724376,25.976286,-9.6806755
759,101233501,1.0574304,-46.804207
760,394230860,-73.23859,-1.8934307
761,211116547,-32.228622,38.6568
762,98064760,-64.1378,-1.5055976
763,87260967,-1.4883974,-26.221685
764,292474331,48.83863,-21.959068
765,61898904,-10.572371,0.85773075
766,55652896,-53.67396,-18.669693
767,167697604,-17.71797,-35.210823
768,270204401,-27.9952,31.664473
769,365366508,2.85517,39.61778
770,219927211,-7.4002485,-2.1540897
771,253826623,-46.185665,-16.120142
772,182894226,63.421345,5.2563987
773,371839073,-38.358078,8.169063
774,253749178,-13.439729,34.325077
775,327785134,-17.113304,32.67399
776,30816076,-27.080923,-13.764481
777,120393264,33.631004,-0.96490234
778,404156386,-46.853115,40.510296
779,425675208,-32.91613,22.749561
780,390996644,-18.664879,28.334288
781,319606464,-3.3884158,-29.404253
782,419744996,-15.0611315,27.801596
783,358108063,-56.319256,36.303402
784,407165509,20.254719,49.57795
785,113565705,55.612705,-8.989708
786,280685089,-25.116041,8.287821
787,292013448,-42.86472,48.345345
788,231081369,-25.71153,-27.029701
789,118271404,67.51283,-16.352623
790,339752629,62.10698,-14.314624
791,382312052,1.9517009,-48.58116
792,90911675,-33.327515,52.326504
793,49534600,-51.240406,10.170174
794,181233908,6.787601,-14.986555
795,380783252,28.013884,-27.94964
796,318649597,26.618603,45.220425
797,253844234,-2.446264,-17.15942
798,2372579,-63.902225,-2.778514
799,380822025,-47.03013,-3.215357
800,61381436,-32.865852,15.3577
801,351336681,-50.49758,28.653877
802,6400274,19.6839,52.43903
803,238892775,53.202007,-18.81234
804,349797905,-36.685604,29.240507
805,246745789,44.38085,-18.056396
