TIC,pos1_2g,pos2_2g,width1_2g,width2_2g,depth1_2g,depth2_2g,pos1_pf,pos2_pf,width1_pf,width2_pf,depth1_pf,depth2_pf
256775514,0.9993296864934803,NaN,0.4092104665061414,NaN,0.2233175080845386,NaN,0.9992707469445706,NaN,0.1047552981183312,NaN,0.0449330363449735,NaN
257525627,0.0003823707210447,0.4999943111613138,0.388742029823084,0.4027006467088836,0.2844341018734413,0.2559028811390115,1.0030649375140213,0.5002492244074868,0.1363794326702847,0.1645493254720793,0.1224700147012888,0.0970542492103286
257567854,0.9963136818671665,NaN,0.0682766565488582,NaN,0.0126567257272874,NaN,0.9967697555047303,NaN,0.0381454389936092,NaN,0.0080717720313394,NaN
260370454,0.9986156459755153,0.4999999485992662,0.2910870878578023,0.2650841388787395,0.4635396775288811,0.2694638837765661,1.000084434756124,0.5019954516302791,0.1337602419450669,0.0973479161046816,0.2662265531846313,0.0699314927690706
270371961,0.0002704438934513,0.4990760156555167,0.0756963578968844,0.0765947454341244,0.1633761339494557,0.0303579525955121,0.9976451902275034,0.4955898973562006,0.0526233839943783,0.0475799029121113,0.1443449673012586,0.0229638541337429
270380593,0.2845241043145666,NaN,0.0679453343967014,NaN,0.0022076554945891,NaN,1.195392305577974,0.1953894215018738,NaN,NaN,NaN,NaN
274039489,0.9969112403521682,NaN,0.066636721843226,NaN,1.6178413784478596,NaN,0.9991919428729944,NaN,0.0487253180885929,NaN,0.7526343954937718,NaN
274088422,NaN,NaN,NaN,NaN,NaN,NaN,1.0011312449305685,0.5034970301219329,0.172658372721378,0.157146990873469,0.1486222562303306,0.0681736492640684
277104322,NaN,NaN,NaN,NaN,NaN,NaN,0.9995593786239192,0.5025026850449598,0.2313572206960628,0.2261486367972595,0.0730265640223902,0.052981086163362
279181220,0.0016110545262176,NaN,0.2269230890498555,NaN,0.5458992221238275,NaN,0.975366788014033,0.4737646872381743,NaN,NaN,NaN,NaN
279224984,NaN,NaN,NaN,NaN,NaN,NaN,0.9989704279057682,NaN,0.149332546255908,NaN,0.1089474065379665,NaN
279401848,0.9983730721930211,0.5013891225352394,0.3284147841347576,0.2790322097357967,0.2792619524906081,0.2245008469147031,1.008224025194096,NaN,0.0842659982672373,NaN,0.0813951734050153,NaN
279484342,0.0008889366347264,0.497646866175903,0.3056432945161769,0.2663340196797951,0.4268371594902089,0.1868386164511497,1.0001948064242128,0.4986333987372803,0.1612355396084076,0.126303936208274,0.299477805858608,0.0638030142045933
318868129,0.0018027004198877,0.4999943382729458,0.3937177177397273,0.3020462238910771,0.2149760104202547,0.169697693093583,1.0014901230351745,0.5037045850656747,0.1281206054511561,0.1635114271715695,0.1204897050838667,0.0649400606852086
318966048,NaN,NaN,NaN,NaN,NaN,NaN,0.9980428439482842,0.4920406906374215,0.1205831514166565,0.1291244469470919,0.0129283297252915,0.0084022299766629
319291434,0.9966565193211061,0.5048768115330831,0.3892388016151902,0.3120926047128926,0.183148301346335,0.1636052556625529,1.000828182017452,0.5035911035382028,0.1691397626286426,0.1676494473232137,0.115179491236134,0.0920130298479861
322512913,0.0002615911466543,0.5027665883756172,0.3679109152000743,0.33860268324933,0.191770109738916,0.1477184371478085,1.0007555311789609,NaN,0.1006528452471277,NaN,0.0460044305868283,NaN
326242641,NaN,NaN,NaN,NaN,NaN,NaN,0.9990457930385792,NaN,0.2118225554785896,NaN,0.0850633747904536,NaN
332910947,0.0003706327203041,0.5000038663806379,0.242515550808529,0.194505247786365,0.7186564615212905,0.276462925148552,0.9994582125779712,0.4991122520272485,0.136338190435325,0.128339482036064,0.6037200022233495,0.1693334034124074
332910986,NaN,NaN,NaN,NaN,NaN,NaN,0.9980953360600175,NaN,0.1309111512124213,NaN,0.0985245989438503,NaN
