TIC,bjd0,bjd0_uncert,period,period_uncert,morph,morph_dist,ra,dec,tmag,glon,glat,teff,logg,abun
49547177,1468.963681,0.605077197,0.617250553,0.000263121,0.91165019,0.002911377,95.23504159,-29.67086537,6.7178,237.1846397,-19.16683253,6849,3.91397,NaN
125958765,1628.31457,0.616199834,0.617359609,2.15E-06,0.987779968,0.001592467,256.8964733,-46.67968285,6.6063,341.1108736,-3.693940396,7285,3.93987,NaN
359677968,1900.33346,0.616442917,0.617472011,9.40E-08,0.899583696,0.002163192,280.9401723,57.94814656,7.01405,87.52799002,23.72177642,6660,3.88718,NaN
229687624,1900.872248,0.61652769,0.617601198,5.32E-07,0.974108349,0.000962689,262.9885266,57.17843194,8.9801,85.41448613,33.17234659,7282,3.91183,NaN
134283998,1468.469733,0.617886896,0.618831282,6.83E-06,0.745214301,0.001250529,106.9146244,-47.96509112,9.9497,258.5560236,-17.24957823,6596,NaN,NaN
176774858,1517.397658,0.600460174,0.619185909,0.000390385,0.867485924,0.01542051,142.5937217,-22.63959784,10.9905,253.6835312,20.45944157,5006,NaN,NaN
271013213,1491.922931,0.623490099,0.619543691,3.14E-05,0.853653002,0.013523593,116.2223904,8.562425933,8.52798,211.2472707,15.74103394,6513,4.21091,NaN
151300352,1627.705885,0.620832376,0.621411492,2.13E-05,0.969848374,0.001357147,258.7591621,-33.56115823,9.16925,352.5409942,2.909079858,3856,4.64186,NaN
314294022,1683.988509,0.591834494,0.622262699,7.56E-06,0.90025074,0.008543112,308.8203635,20.67685777,8.5012,63.70986824,-11.74153289,7037,3.83279,NaN
31743416,1326.265321,0.591763286,0.622905438,1.80E-05,0.59094037,0.00045083,48.99573144,-67.51939503,10.8329,284.6253054,-44.12048469,5659.75,4.38732,-0.04
178938437,1438.471378,0.622298306,0.623580782,6.67E-06,0.899597136,0.000909182,68.35356495,-23.93880631,8.44142,222.357329,-40.2273137,7539,3.94038,NaN
99465976,1325.355473,0.624051277,0.624378792,8.11E-06,0.797085899,0.000710187,317.3962025,-22.84169054,11.394,24.89144446,-39.94141308,6749,4.07585,NaN
207174531,1354.248278,0.624403596,0.625101061,3.80E-06,0.896339073,0.000609803,46.75512864,-56.1345714,10.9232,272.4563078,-52.21200414,6950,NaN,NaN
442567883,1628.564734,0.624895621,0.6258796,5.40E-06,0.624021424,0.002217216,236.8875501,-33.39091169,10.5185,340.1667367,16.45880009,5563,4.3634,NaN
350025490,1598.687958,0.342054059,0.626853097,3.37E-06,0.669546552,0.003370615,114.4788778,-64.94638055,11.8785,276.7905232,-19.70478814,5977.68,4.21142,-0.00381343
193545440,1711.663254,0.000190473,0.62860669,2.85E-06,0.668631112,0.00176394,305.9714868,46.92190684,12.0715,83.8081149,5.420196218,6408,3.94892,NaN
193545446,1711.663242,0.627777592,0.628616058,1.04E-05,0.664502091,0.001800149,305.9704454,46.92070394,10.2769,83.80671472,5.420096474,6739,4.31317,NaN
236537131,1711.610029,0.63054893,0.631147665,6.73E-06,0.647567642,0.002193876,314.5560557,35.17490671,9.5129,78.4647814,-6.86609247,4998,4.24894,NaN
371066950,1738.954897,0.630210137,0.631273906,6.62E-06,0.949838247,0.000729154,329.25925,48.66856528,6.61736,95.73680596,-4.774755127,12531,NaN,NaN
402065927,1326.195343,0.630884368,0.631472177,1.23E-06,0.902094058,0.001682286,352.6701707,-69.89286681,11.0392,312.7076839,-45.67193623,7087,4.04501,NaN
286036831,1930.64829,0.645682619,0.631958638,5.05E-06,0.932388571,0.00311399,205.9967994,2.151546033,9.31465,331.8976289,62.0312222,6971,4.17042,NaN
279484342,1411.487104,0.631019132,0.63220159,1.17E-07,0.89128091,0.000987629,58.68239287,-14.93518053,9.0947,206.5377012,-45.78929104,6578,4.00169,NaN
454222105,1439.227543,0.632635421,0.632773753,2.19E-05,0.975609586,0.00114382,79.43686486,1.933321167,11.3242,199.9641713,-19.76691608,7023,3.84573,NaN
167891342,1545.589851,0.633530553,0.633588872,2.59E-06,0.967652512,0.001032964,105.2713805,-62.56227713,11.8843,272.9730294,-22.79487909,6906.96,NaN,-0.612342
441183795,1326.460675,0.630027078,0.633889535,2.29E-07,0.899602067,0.001158713,333.8291033,-24.9908345,8.3745,27.43329435,-55.01147178,6766,3.98873,NaN
170676440,1411.655665,0.000237506,0.634192579,1.80E-07,0.90020099,0.003375955,67.35331138,-33.57620577,9.9967,234.7528542,-43.06540814,6972,3.9761,NaN
5868998,1571.842385,0.777677585,0.635528048,0.000119097,0.676377099,0.012726421,187.7821538,-23.77356389,13.9372,296.9615844,38.86263273,3644,4.37169,NaN
9461737,1901.262579,0.633294425,0.636976274,3.47E-05,0.869852579,0.004744224,183.2261692,36.56161349,15.4981,161.4177044,77.52668134,7621,4.52173,NaN
44790502,1410.943651,0.637987803,0.638488733,2.48E-06,0.89588603,0.001625516,61.65310746,-27.66875657,9.9844,225.3923778,-46.96989625,7179,4.07692,NaN
97472236,1902.699573,0.595351174,0.638491521,2.62E-05,0.836834878,0.036827045,164.8881036,23.26306632,10.085,215.3866778,64.45025801,4852,4.27406,NaN
428257299,1792.429313,0.638492171,0.638983001,1.71E-06,0.901303953,0.003563278,55.04587094,51.9119073,11.5963,147.4344609,-2.745969592,5965,3.67456,NaN
278822321,1545.344926,0.634422633,0.639132813,8.98E-07,0.910878646,0.003093145,100.1439073,-57.24596497,11.3062,266.6724434,-23.97236084,6913.91,3.88859,-0.531264
155998626,1929.796659,0.63980934,0.640451803,4.86E-07,0.961587321,0.000481727,235.7510476,43.26536574,9.7613,69.43010973,51.93680168,6711,3.87201,NaN
34145330,1438.526829,0.639342293,0.640479617,1.39E-05,0.693849318,0.001416479,60.06034396,-7.766653564,10.349,198.5296405,-41.35778174,6587,4.28113,NaN
167196599,1711.6888,0.000250671,0.640596784,6.67E-07,0.865058271,0.000383227,318.905668,37.49766479,10.9876,82.56575945,-7.927690053,6734,4.03827,NaN
7724421,1411.236596,0.641679299,0.64059982,9.44E-07,0.939886523,0.000248882,66.41135971,-38.05948092,9.5443,240.8331018,-44.22012982,6631,3.78769,NaN
445715549,1817.240169,0.647692165,0.64087478,0.000107892,0.865491938,0.01301968,85.33247887,55.93676767,11.1785,156.1963142,13.15719991,7666,3.77785,NaN
198051336,1386.785163,0.641503201,0.641897754,8.46E-06,0.83229728,0.000334881,63.04205403,-59.09996377,10.787,270.2025557,-43.15151196,6485,4.18266,NaN
168851294,1411.984734,0.642607931,0.643183189,5.36E-07,0.773313079,0.002073978,64.94519092,-32.16843109,11.3827,232.4449538,-44.88598553,6775,4.15734,NaN
332910986,1411.408805,0.642452092,0.643466692,2.54E-06,0.973361445,0.000443547,35.05951878,-2.867398703,10.4196,167.9498799,-57.75692279,7501,3.91017,NaN
308457026,1520.943106,0.000247135,0.643899999,7.18E-09,0.95083222,0.002566432,120.9245231,-61.92318368,9.8806,275.2188533,-15.80892213,6932,4.11441,NaN
310004006,1739.162354,0.644172729,0.645041352,3.35E-08,0.875484025,0.001584422,224.8346698,46.81767539,8.5634,79.61051119,58.11693899,NaN,NaN,NaN
63368767,1712.363913,0.659139616,0.646069595,2.54E-05,0.848599125,0.007535283,292.630013,42.829359,11.008,75.410647,11.491381,5666.02,NaN,0.201268
165618747,1984.496049,0.647482273,0.648198716,1.74E-06,0.874979626,0.000991886,260.0324963,13.66601482,11.4332,35.38578022,26.30997987,7603,4.1085,NaN
173077938,1492.527618,0.647274785,0.648522954,4.32E-05,0.714632647,0.007581286,111.0515541,-40.86817682,8.143,253.0845696,-11.68080057,7382,3.8765,NaN
110428269,1683.555213,0.003376186,0.649662481,0.000170427,0.871340297,0.024401175,291.463077,25.18945654,8.90601,59.14530167,4.220411374,9994,4.02098,NaN
229864787,1517.680836,0.465628181,0.651008213,0.000109226,0.893933708,0.009797011,138.5326031,-20.60257122,9.41256,249.4031592,18.98731076,5721,4.35838,NaN
136656542,1712.159055,0.653897644,0.652405537,1.78E-06,0.937482649,0.000109838,305.7782292,30.82575912,10.7521,70.50627529,-3.66728994,7803,3.91893,NaN
185236439,1712.309575,0.654371327,0.653748592,4.65E-05,0.995447236,0.000141738,301.502656,45.530529,11.264,80.93338,7.244079,NaN,NaN,NaN
120490566,2089.303444,0.653248798,0.654102762,1.75E-05,0.629068153,0.005592921,1.82288,-36.688782,12.891,344.540407,-76.63353,NaN,NaN,NaN
416024040,1930.855315,0.654646311,0.655330989,9.77E-06,0.854118795,0.000356851,209.19198,22.75293581,11.9937,20.04732276,74.57208338,6471.07,4.13043,-0.543
140132301,1517.775362,0.674056199,0.657392085,0.000307965,0.977123976,0.00118212,127.3362011,-43.84220607,9.3164,261.8414683,-2.85981585,NaN,NaN,NaN
176937887,1571.849954,0.656834872,0.657497574,2.61E-07,0.718723518,0.000457001,183.5383251,-9.703778074,10.0474,287.8767159,52.07473089,5823,NaN,NaN
276105676,1764.936142,0.435539159,0.658784153,0.000303529,0.852559028,0.018728898,328.8263035,59.63259085,13.7936,102.3067345,4.011337352,3219,4.85401,NaN
144598282,1411.888232,0.342847195,0.660678251,1.38E-05,0.861244256,0.038423424,53.00857868,-27.04747866,11.5181,222.2556687,-54.4123456,4548,4.46209,NaN
273872891,1684.203787,0.661291298,0.66068202,2.34E-06,0.930147227,0.00097632,298.1488421,47.27719433,10.4524,81.26582733,10.12311208,7390,3.82434,NaN
143350469,1438.619968,0.660306407,0.660847616,8.60E-06,0.633369498,0.001909713,82.33051224,-16.28851703,10.6765,219.0361517,-25.30686964,5008,4.2258,NaN
202601061,1765.665581,0.659995241,0.660954431,3.30E-06,0.645451383,0.001741679,7.399381421,52.56872966,10.5215,119.5635178,-10.16011778,5610,4.52373,NaN
95927692,1902.168874,0.65978784,0.660983764,6.70E-07,0.592680496,0.002736467,163.3306833,22.10649113,10.9007,217.0229466,62.75507281,4296,4.4362,NaN
179034615,1438.364481,0.056339506,0.662179682,1.69E-05,0.849077943,0.004637137,64.21047186,-25.19387471,15.375,222.6604503,-44.19230531,31000,5.59962,NaN
165184400,1411.602957,0.659078159,0.663101092,0.000603174,0.891694204,0.021826147,47.70588251,-36.27973981,12.3688,238.9624643,-59.16226271,3170,4.86582,NaN
67687692,1438.187502,0.663492091,0.664170017,2.29E-06,0.848119901,0.001241032,63.05272339,-6.021569863,9.2782,198.4760762,-37.9127573,6400,3.99646,NaN
224605072,1684.571696,0.67043984,0.664861695,1.41E-05,0.90046083,0.003523913,255.5991738,58.86997995,11.4271,87.8302546,36.94623616,6923,3.93745,NaN
219765652,1901.070033,0.666243867,0.665949279,2.17E-06,0.887845631,0.00808628,263.0048768,65.77137707,9.33248,95.63840392,32.67437866,6140,4.31164,NaN
117549840,1354.690808,0.665183695,0.666020611,3.92E-06,0.408207614,0.003775329,0.289863322,-13.86545638,12.1607,78.9340267,-72.29193,3566,4.67973,NaN
263925187,1656.439419,0.665747026,0.66624383,2.11E-05,0.686727688,0.001492682,269.9917279,-30.07318298,11.5419,0.606649256,-3.266207604,3944,4.59789,NaN
294059372,1625.758757,0.665940223,0.666745737,2.57E-06,0.656894043,0.001310858,263.9326975,-71.40679476,9.3882,321.6391168,-19.88545235,6393,NaN,NaN
352012002,1685.136361,0.472020671,0.667118102,1.02E-06,0.899842499,0.007920933,285.6162048,44.21567352,11.795,74.56610238,16.69678059,6310.56,4.16578,-0.296773
230478637,1683.77336,0.667120034,0.667655622,2.71E-06,0.896667754,0.001238485,307.370268,32.79725872,10.9673,72.90186319,-3.633586887,7322,3.96901,NaN
65448527,1411.667736,0.664869948,0.6678316,1.29E-06,0.879788183,0.000435313,41.93076804,-25.26368673,12.1112,215.4617878,-63.90558318,8116,4.40085,NaN
98478039,1491.819435,0.665227345,0.668188197,0.00011028,0.826997582,0.017290936,108.7278136,-33.82156606,13.9313,245.8060375,-10.26540596,6202,4.12052,NaN
73455146,1599.472992,0.668772707,0.669359607,1.02E-06,0.995865699,0.000757478,190.9065809,-46.93466683,10.0145,301.5453999,15.91604969,6849,3.87851,NaN
13345143,1437.999266,0.000348139,0.672350797,1.25E-07,0.963880859,0.001166371,78.88018508,-28.75059084,9.12188,231.27637,-32.44126615,6114,3.80251,NaN
102764828,1544.55185,0.092298826,0.672662362,6.52E-06,0.89677413,0.007791552,155.5274612,-45.40766981,12.5012,277.3246832,9.910129877,3291,4.97557,NaN
147625755,1711.916976,0.675163639,0.675839002,7.14E-08,0.790716492,0.000151698,184.152306,64.85758925,11.0211,128.910459,51.86448106,6554,4.13408,NaN
229914020,1931.632039,0.675346159,0.676011558,4.11E-06,0.772145297,0.008638995,287.64356,63.93728126,11.8834,94.72194065,22.14828746,4577,4.47249,NaN
352378412,1765.799895,0.675431587,0.676023405,3.42E-06,0.896057865,0.001335124,15.35153996,41.2502255,10.2221,124.9465968,-21.582525,5003,NaN,NaN
